month,first_trade_date,last_trade_date,n_obs,dce_corn_open_first,dce_corn_high_max,dce_corn_low_min,dce_corn_close_last,dce_corn_close_mean,dce_corn_close_std,dce_corn_settle_last,dce_corn_volume_sum,dce_corn_open_interest_last,dce_corn_ret_1m,dce_corn_month_range_pct,dce_corn_starch_open_first,dce_corn_starch_high_max,dce_corn_starch_low_min,dce_corn_starch_close_last,dce_corn_starch_close_mean,dce_corn_starch_close_std,dce_corn_starch_settle_last,dce_corn_starch_volume_sum,dce_corn_starch_open_interest_last,dce_corn_starch_ret_1m,dce_corn_starch_month_range_pct,cbot_corn_open_first,cbot_corn_high_max,cbot_corn_low_min,cbot_corn_close_last,cbot_corn_close_mean,cbot_corn_close_std,cbot_corn_ret_1m,cbot_corn_month_range_pct,cbot_wheat_open_first,cbot_wheat_high_max,cbot_wheat_low_min,cbot_wheat_close_last,cbot_wheat_close_mean,cbot_wheat_close_std,cbot_wheat_ret_1m,cbot_wheat_month_range_pct,dce_corn_close,dce_corn_ret_1m_compound,dce_corn_starch_ret_1m_compound,cs_c_spread_close_mean,cs_c_spread_close_last,domestic_corn_spot_price_cny_t_mean,domestic_corn_spot_price_cny_t_last,corn_basis_cny_t_mean,corn_basis_cny_t_last,corn_basis_rate_mean,corn_basis_rate_last,corn_100ppi_main_futures_price_cny_t_mean,corn_100ppi_main_futures_price_cny_t_last,cbot_corn_ret_1m_compound,cbot_wheat_ret_1m_compound,cbot_wheat_corn_ratio_mean,cbot_wheat_corn_ratio_last,hlj_precip_mm_sum,hlj_precip_mm_mean,jilin_precip_mm_sum,jilin_precip_mm_mean,inner_mongolia_precip_mm_sum,inner_mongolia_precip_mm_mean,ne_avg_precip_mm_sum,ne_avg_precip_mm_mean,hlj_t2m_c_mean,hlj_t2m_c_last,jilin_t2m_c_mean,jilin_t2m_c_last,inner_mongolia_t2m_c_mean,inner_mongolia_t2m_c_last,ne_avg_t2m_c_mean,ne_avg_t2m_c_last,is_harvest_season_ne_cn_flag,is_harvest_season_ne_cn_share,corn_100ppi_nearby_futures_price_cny_t_mean,corn_100ppi_nearby_futures_price_cny_t_last,corn_100ppi_nearby_basis_cny_t_mean,corn_100ppi_nearby_basis_cny_t_last,corn_100ppi_nearby_basis_rate_mean,corn_100ppi_nearby_basis_rate_last,dce_corn_close_ret_1m,dce_corn_close_ma3,dce_corn_close_ret_3m,dce_corn_close_vol_3m,dce_corn_close_ma6,dce_corn_close_ret_6m,dce_corn_close_vol_6m,dce_corn_close_ma12,dce_corn_close_ret_12m,dce_corn_close_vol_12m,dce_corn_close_next_month,dce_corn_close_next_month_ret,spike,pca_001,pca_002,pca_003,pca_004,pca_005,pca_006,pca_007,pca_008,pca_009,pca_010,pca_011,pca_012,pca_013,pca_014,pca_015,pca_016,pca_017,pca_018,pca_019,pca_020,pca_021,pca_022,pca_023,pca_024,pca_025,pca_026,pca_027,pca_028,pca_029,pca_030,pca_031,pca_032,dce_corn_close_next_month_direction
21-Jun,2021/6/1,2021/6/30,21,2663,2768,2556,2613,2661.619047619048,57.19744416534351,2614.0,10249015,566391,-0.01987997,0.081132797550708,3157,3220,2924,3014,3094.3809523809523,71.78542762321364,3012.0,3081440,126947,-0.045296167,0.0982083609820836,666.0,717.5,514.25,588.5,615.9285714285714,69.80871824390663,-0.102554327,0.3453695836873407,673.25,704.0,632.25,680.25,667.8690476190476,16.59510828670965,0.024472891566265,0.1054759279676589,2613,-0.01987997,-0.045296169,432.7619047619048,401,2811.157142857143,2777.14,149.53809523809525,164.14,0.0532428571428571,0.059104,2661.619047619048,2613,0.0603713430853527,0.0351246688967776,1.095509345172505,1.1559048428207306,68.79,3.275714285714286,130.44,6.211428571428572,66.04,3.144761904761905,88.42333333333333,4.210634920634921,19.874761904761904,23.87,19.59,22.11,21.474285714285717,22.34,20.31301587301587,22.773333333333337,0,0,2690.2380952380954,2582,120.91904761904765,195.14,0.043084238095238,0.070267,-0.01987997,2670.6666666666665,-0.006841505,0.0352750149974758,2689.0,-0.047045952,0.0333644110899946,2595.9166666666665,0.2502392344497608,0.051673501073558,2573.0,-0.015308075009567546,0.0,0.11182076,-0.1944389,0.38063046,-0.09369955,0.047143146,0.027779663,-0.1499901,-0.16204555,-0.058846783,-0.19069956,0.05133289,-0.008844083,-0.03466993,-0.07260364,0.049798947,0.13666712,-0.05910423,-0.08227758,0.05203688,-0.013860966,0.00797902,-0.053454626,-0.019247437,0.034969386,0.08568922,0.06394562,0.015973782,0.067973316,-0.011031683,0.084400475,0.014881782,-0.036109578,0.0
21-Jul,2021/7/1,2021/7/30,22,2613,2657,2502,2573,2569.7727272727275,35.72505032577582,2569.0,11709182,501985,-0.015308075,0.0602409638554216,3002,3053,2836,2915,2942.409090909091,59.62155178481572,2921.0,4121792,125248,-0.032846715,0.0744425385934819,607.25,611.25,507.0,544.5,549.5714285714286,17.66390083920147,-0.074766355,0.1914600550964187,685.5,718.0,609.5,703.25,667.8690476190476,31.73992153499469,0.0338110988607129,0.1542836829008176,2573,-0.015308077,-0.032846716,372.6363636363636,342,2755.844545454546,2725.71,186.07181818181817,152.71,0.0675144545454545,0.056026,2569.7727272727275,2573,-0.074766356,0.0338110978379071,1.2154192359076978,1.2915518824609733,124.03,5.637727272727273,114.74,5.215454545454546,70.11,3.186818181818182,102.96,4.680000000000001,25.03318181818182,25.35,25.24363636363637,26.84,26.14909090909091,24.29,25.475303030303028,25.49333333333333,0,0,2614.5,2573,141.34454545454545,152.71,0.0513797272727272,0.056026,-0.015308075,2617.333333333333,-0.058543725,0.004603591173351,2665.5,-0.051952837,0.0335107880159301,2616.75,0.1076194575979336,0.0435915144095406,2487.0,-0.03342401865526623,1.0,-0.24739598,-0.022559363,-0.012517703,-0.07963771,0.021267032,-0.11955895,-0.18281977,0.12963235,0.042777408,-0.08477611,-0.13709429,0.032363474,0.06579649,-0.090960726,0.1052551,0.077100284,0.1293919,-0.117537506,0.03866445,0.002467333,0.014056337,-0.13854064,0.015830025,-0.039966814,0.02181874,0.06510685,0.048972994,0.024229495,-0.052326247,0.007073805,0.009360675,-0.015511031,0.0
21-Aug,2021/8/2,2021/8/31,22,2572,2632,2472,2487,2558.090909090909,53.06681241686386,2483.0,10462344,807879,-0.033424019,0.0643345396059509,2915,3079,2812,2836,2956.5,70.35471351861024,2827.0,3065976,114523,-0.027101201,0.0941466854724964,545.5,594.25,525.25,534.75,553.3863636363636,10.624188280681812,-0.017906336,0.1290322580645161,716.75,778.25,704.0,724.0,732.7954545454545,14.326680979165689,0.0295058656238891,0.1025552486187845,2487,-0.033424019,-0.0271012,398.4090909090909,349,2739.6745454545453,2751.43,186.49272727272728,264.43,0.0680097272727272,0.096106,2553.181818181818,2487,-0.017906334,0.0295058661286751,1.3243891367911436,1.3539036933146331,96.46,4.384545454545454,172.6,7.845454545454545,135.82,6.173636363636363,134.96,6.134545454545455,20.527272727272727,17.4,20.927727272727275,18.7,21.13,20.62,20.861666666666665,18.906666666666663,0,0,2588.2272727272725,2517,151.44727272727275,234.43,0.0552521363636363,0.085203,-0.033424019,2557.6666666666665,-0.067141785,0.0094209951003818,2617.1666666666665,-0.10442924,0.0306888134675196,2635.5,0.0994694960212201,0.0441696680891317,2520.0,0.013268998793727338,0.0,0.24075133,0.29596928,-0.0692088,-0.104237266,-0.12418129,-0.14981492,-0.073452905,0.09106803,0.19526908,0.055027355,-0.1550236,-0.019786531,-0.056305885,-0.06664435,-0.060416453,0.0718912,0.059436206,-0.071183115,0.21128269,-0.001864568,0.17873259,0.055862047,-0.084777884,0.0143878,-0.013798913,-0.07258096,0.006263097,-0.04359814,0.0428335,-0.08706765,0.032474533,0.047280543,1.0
21-Sep,2021/9/1,2021/9/30,20,2486,2520,2429,2520,2470.15,19.75714394445982,2497.0,11668895,821784,0.0132689987937273,0.0361111111111111,2825,3043,2792,3037,2885.7,67.16131405253451,3022.0,3374994,94398,0.0708744710860367,0.082647349357919,528.75,548.5,497.5,537.25,524.8421052631579,9.36720436116661,0.0046750818139318,0.0949278734295021,720.0,733.25,677.0,725.5,710.5657894736842,11.912540691682612,0.0020718232044198,0.0775327360441075,2520,0.013269000337122,0.0708744704370596,415.55,517,2687.2855,2611.43,217.1355,91.43,0.08040185,0.035011,2470.15,2520,0.0265687280724393,0.0275051183916665,1.354089303672427,1.3503955328059565,41.14,2.057,80.87,4.0435,38.23,1.9115,53.41333333333333,2.6706666666666665,15.3875,7.04,16.2975,9.74,16.4345,10.72,16.039833333333334,9.166666666666666,1,1,2511.8,2517,175.4855,94.43,0.0651585,0.03616,0.0132689987937273,2526.6666666666665,-0.035591274,0.0235410083323587,2598.6666666666665,-0.042189282,0.0273692552385754,2639.833333333333,0.0210696920583468,0.0359408846940472,2627.0,0.04246031746031753,1.0,0.107281104,0.15135556,0.02465457,0.000624727,0.05118057,-0.18553051,-0.003517753,0.007585951,-0.055378906,0.076896176,0.25278544,0.03784976,0.0844383,-0.08539926,-0.19368008,-0.011214766,0.10150422,0.15685791,0.031761248,0.036133923,0.011750977,-0.09019407,-0.27112052,0.013663473,0.016961575,0.10459634,0.055314165,-0.002308886,-0.059122685,0.003978129,-0.08611068,-0.046772305,1.0
21-Oct,2021/10/8,2021/10/29,16,2510,2644,2480,2627,2569.5625,38.0174850123818,2610.0,10621781,742734,0.0424603174603175,0.0624286258089075,3030,3316,2946,3128,3106.75,98.82610991028628,3093.0,3427704,36514,0.0299637800460981,0.1182864450127877,537.75,569.25,506.75,569.0,536.484375,15.698319642029592,0.0590972545369938,0.109841827768014,744.25,780.0,712.75,772.75,744.6875,16.600828292588247,0.0651274982770502,0.0870268521514073,2627,0.0424603152565208,0.0299637803660122,537.1875,501,2609.909375,2630.0,40.346875,3.0,0.015466063,0.001141,2569.5625,2627,0.0665417060378299,0.0431994607282302,1.3884032902843304,1.358084358523726,1.34,0.08375,4.04,0.2525,0.16,0.01,1.8466666666666665,0.1154166666666666,5.16125,6.17,6.175,6.45,6.600625,8.31,5.978958333333333,6.976666666666667,1,1,2543.8125,2612,66.096875,18.0,0.02533625,0.006844,0.0424603174603175,2544.6666666666665,0.0209871745044694,0.0382770676160224,2581.0,-0.038785218,0.0286131217256612,2640.333333333333,0.0022892025944296,0.0333411664767642,2645.0,0.00685192234488019,0.0,0.113049924,-0.21347669,0.30068603,-0.011759298,-0.025780892,-0.20045051,-0.027661165,-0.18864147,-0.033062823,0.06541632,0.11954617,0.058217764,-0.002397216,0.038995422,0.020416033,0.102870874,-0.077273436,-0.026354996,-0.014821889,-0.031637534,0.08573362,-0.04137281,0.092122205,0.044361044,-0.12737863,0.005862707,-0.045592222,0.009385976,-0.029550916,-0.032522008,-0.021843348,0.033150658,1.0
21-Nov,2021/11/1,2021/11/30,22,2627,2736,2605,2645,2667.681818181818,27.556671240738243,2660.0,11055060,572539,0.0068519223448801,0.0495274102079395,3123,3294,3093,3129,3192.7727272727275,41.337094857469125,3137.0,3048150,112880,0.0003196930946292,0.0642377756471716,572.0,596.75,547.75,568.5,572.047619047619,11.257669343501709,-0.000878735,0.0861917326297273,781.25,874.75,762.5,789.25,812.0714285714286,29.868581199265943,0.0213523131672597,0.142223630028508,2645,0.0068519217103955,0.0003196935803049,525.0909090909091,484,2667.7913636363637,2680.0,0.109545454545455,35.0,-1.93e-05,0.01306,2667.681818181818,2645,-0.000878736,0.0213523128997403,1.4192535925712342,1.38830255057168,37.37,1.6986363636363635,21.16,0.9618181818181818,20.28,0.921818181818182,26.270000000000003,1.194090909090909,-5.944545455,-12.72,-3.163636364,-7.56,-3.382272727,-6.53,-4.163484849,-8.936666667,1,1,2656.0,2645,11.791363636363638,35.0,0.0043916363636363,0.01306,0.0068519223448801,2597.333333333333,0.0635303578608765,0.0189792419867156,2577.5,-0.007876969,0.0274464835985488,2644.0,0.0169165705497884,0.0332743293938646,2672.0,0.010207939508506625,0.0,0.000243047,-0.012419633,-0.08707007,-0.04529024,-0.19958292,-0.026464159,0.20473213,-0.04030344,-0.03402319,-0.036194906,0.13472481,-0.11136115,0.04848268,-0.24720588,-0.06724035,-0.001257746,0.117651075,0.060382403,0.06334246,-0.12317137,0.11956292,-0.013852687,0.13651273,-0.023454761,0.039030485,0.046171326,-0.005334728,-0.002302814,-0.004738165,-0.014673218,0.09654827,0.059861317,1.0
21-Dec,2021/12/1,2021/12/31,23,2645,2756,2632,2672,2697.521739130435,27.25614120160047,2673.0,9929334,1015352,0.0102079395085066,0.0464071856287425,3129,3187,2931,2981,3074.3478260869565,72.50806142996831,2975.0,2983635,143026,-0.047299457,0.0858772224085877,572.5,617.75,567.25,592.5,592.0340909090909,10.038407035026315,0.04221635883905,0.0852320675105485,793.75,824.0,751.0,770.25,790.4318181818181,16.680859757550937,-0.024073487,0.0947744238883479,2672,0.0102079399113406,-0.047299456,376.82608695652175,309,2677.0178260869566,2667.14,-25.93869565,-4.86,-0.009688435,-0.001822,2702.9565217391305,2672,0.0422163593239737,-0.024073487,1.3354338787814608,1.3,5.83,0.2534782608695652,3.68,0.16,0.54,0.0234782608695652,3.349999999999999,0.1456521739130434,-18.33652174,-27.99,-11.62782609,-21.18,-10.21826087,-18.05,-13.3942029,-22.40666667,0,0,2647.478260869565,2600,29.539565217391303,67.14,0.0110406086956521,0.025173,0.0102079395085066,2648.0,0.0603174603174603,0.0196614535637887,2587.333333333333,0.0225794106391121,0.0260197644938159,2638.1666666666665,-0.025528811,0.0291559618066633,2763.0,0.03405688622754499,1.0,0.03096202,0.172607,0.008275936,0.001458374,-0.15981011,-0.049440306,0.018624242,0.23827156,-0.25680733,-0.047017768,-0.12561883,-0.12761137,0.000529029,0.02751902,-0.086428225,-0.031907286,0.014673286,0.088121735,0.037493605,-0.030812504,0.000880927,-0.055209003,0.04617819,0.08102875,-0.019969385,0.025951445,-0.036650106,0.014481127,-0.07437054,0.020418035,0.033244513,-0.024967248,1.0
22-Jan,2022/1/4,2022/1/28,19,2675,2783,2670,2763,2725.736842105264,29.382235950888298,2768.0,8421100,1161813,0.0340568862275449,0.0408975750995294,2970,3191,2963,3188,3083.0526315789475,69.27439296354645,3173.0,2411104,115532,0.0694397853069439,0.0715181932245922,593.25,637.25,585.25,636.0,609.4305555555555,12.400132101868552,0.0734177215189872,0.0817610062893081,763.5,831.5,735.5,787.25,773.1111111111111,20.60647068245626,0.0220707562479713,0.1219434741187678,2763,0.0340568866077253,0.0694397844895624,357.3157894736842,425,2669.5484210526315,2672.86,-56.18842105,-90.14,-0.021042263,-0.033724,2725.736842105264,2763,0.0784230605919782,0.0385883896150949,1.2685956400400595,1.237814465408805,1.24,0.0652631578947368,0.85,0.0447368421052631,0.02,0.0010526315789473,0.7033333333333327,0.037017543859649,-21.25736842,-18.78,-15.48105263,-13.93,-13.77105263,-12.99,-16.83649123,-15.23333333,0,0,2670.315789473684,2722,-0.767368421,-49.14,-0.000277684,-0.018385,0.0340568862275449,2693.333333333333,0.0517700799390941,0.0148332125687997,2619.0,0.0738437621453556,0.0264902478178911,2642.25,0.0180545320560059,0.0307468445292302,2856.0,0.03365906623235615,1.0,0.16663875,-0.38450605,-0.19069433,-0.14478213,-0.05839888,-0.09458363,0.016338522,0.045763284,0.004970535,-0.06284972,-0.055969246,-0.13080995,-0.077446766,-0.06432464,0.041178588,0.17502983,0.022389038,-0.021444622,0.029798439,0.005813624,-0.016905604,-0.04792166,-0.058938514,-0.04072374,-0.10757053,0.03222887,-0.052174527,0.034691993,-0.019239925,-0.003513645,-0.02001192,-0.12187737,1.0
22-Feb,2022/2/7,2022/2/28,16,2785,2867,2733,2856,2788.875,31.74245317131822,2843.0,8262925,1286532,0.0336590662323561,0.0469187675070028,3171,3418,3055,3391,3176.875,106.54944079315165,3372.0,2440527,193631,0.0636762860727728,0.1070480684163963,630.5,716.25,624.75,690.75,655.5166666666667,18.460495143749025,0.0860849056603774,0.1324647122692725,771.0,960.75,754.0,934.75,821.8666666666667,56.31820203941511,0.1873610670053984,0.2211821342604974,2856,0.033659067228499,0.0636762857668618,388.0,535,2675.17875,2688.57,-113.69625,-167.43,-0.042488313,-0.062275,2788.875,2856,0.1114239740861147,0.2218954243224635,1.2525910730970615,1.35323923271806,4.68,0.2925,3.71,0.231875,2.16,0.1349999999999999,3.516666666666666,0.2197916666666666,-14.021875,-6.54,-10.294375,-4.66,-9.36125,-3.27,-11.22583333,-4.823333333,0,0,2704.75,2724,-29.57125,-35.43,-0.011058875,-0.013178,0.0336590662323561,2763.6666666666665,0.079773156899811,0.0136558038026215,2680.5,0.1483715319662244,0.0150507012672147,2648.833333333333,0.0284479654303204,0.031541874426011,2840.0,-0.0056022408963585235,0.0,0.1553722,-0.1987175,-0.31942627,-0.19551988,-0.060652368,0.08929756,0.003499717,-0.023080599,-0.025528857,-0.017833292,-0.045539867,0.05579713,0.121931076,0.055481713,-0.016423361,0.13379201,-0.09063765,0.07718648,0.05034863,0.19032001,0.016993118,0.12165793,-0.02009175,0.001960225,0.027543068,0.0441381,0.0513496,0.054257426,-0.011867045,0.015415628,-0.058144797,-0.035702627,0.0
22-Mar,2022/3/1,2022/3/31,23,2863,2932,2820,2840,2874.9565217391305,23.44719068434713,2843.0,9857251,727962,-0.005602241,0.0394366197183098,3391,3488,3287,3326,3382.521739130435,42.11981779855432,3343.0,3427095,201800,-0.019168387,0.06043295249549,694.25,782.75,692.75,747.25,746.054347826087,10.80902309356188,0.081795150199059,0.120441619270659,934.5,1363.5,932.25,1006.75,1101.891304347826,74.09437417635003,0.0770259427654453,0.4283585795877824,2840,-0.005602242,-0.019168387,507.5652173913044,486,2754.658695652174,2767.14,-120.2978261,-72.86,-0.043727435,-0.02633,2874.9565217391305,2840,0.0817951499591493,0.0770259428445914,1.4766208740138764,1.3472733355637336,12.32,0.5356521739130435,21.35,0.9282608695652176,15.96,0.6939130434782609,16.543333333333333,0.7192753623188406,-2.386086957,0.05,-1.190869565,0.69,-0.110869565,0.73,-1.229275362,0.49,0,0,2825.1304347826085,2840,-70.47173913,-72.86,-0.02556113,-0.02633,-0.005602241,2819.6666666666665,0.0628742514970059,0.0227832352927679,2733.833333333333,0.1269841269841269,0.0190390031332969,2666.25,0.0794374762447738,0.0265678890367219,3044.0,0.07183098591549286,1.0,0.1553506,-0.12691273,-0.10017199,0.19387388,0.12232501,-0.030618334,-0.214407,-0.1455865,-0.072314486,-0.048896864,-0.14449026,-0.0771309,0.1942353,-0.025503848,0.003760775,-0.023744198,0.02537786,-0.032417163,-0.001041487,0.07104845,0.055097822,0.030456223,0.005619051,0.029842969,-0.0180209,0.050528806,0.027560482,0.021482237,0.07012626,0.07747946,0.031260915,-0.110422514,1.0
22-Apr,2022/4/1,2022/4/29,19,2923,3046,2899,3044,2967.9473684210525,40.89345734712552,3027.0,7791481,1334863,0.0718309859154928,0.0482917214191852,3340,3543,3288,3486,3376.684210526316,57.94063305715877,3481.0,2503751,200686,0.0481058328322308,0.0731497418244406,748.5,824.5,730.25,812.5,784.75,24.8329714409741,0.0873201739712279,0.116,1007.25,1143.5,982.5,1054.75,1078.486111111111,36.105082767305625,0.047678172336727,0.1526428063522161,3044,0.0718309851562675,0.04810583371824,408.7368421052632,442,2779.0957894736844,2800.0,-185.2726316,-244.0,-0.066638789,-0.087143,2964.368421052632,3044,0.0487043978835617,-0.018238663,1.374745537917527,1.2981538461538462,19.54,1.028421052631579,20.71,1.09,5.19,0.2731578947368421,15.146666666666668,0.7971929824561403,7.266315789473684,8.85,8.345263157894736,10.48,9.265789473684212,10.19,8.292456140350877,9.839999999999998,0,0,2871.4736842105262,2943,-92.37789474,-143.0,-0.033232211,-0.051071,0.0718309859154928,2913.333333333333,0.1017010495837857,0.0387178905766802,2803.333333333333,0.1587362009897222,0.0276934454053749,2692.1666666666665,0.1137943651664836,0.0314586980320771,2935.0,-0.03580814717476999,1.0,-0.20207566,0.18662973,-0.08628065,0.23431695,0.15740314,0.042978894,-0.016975261,-0.04584154,-0.07390845,0.081766725,-0.15510584,0.041116312,-0.024674911,-0.010562903,0.050133448,0.06835129,-0.01639206,0.14118992,0.026958434,0.05849165,0.11525049,-0.037824795,0.03515879,0.035359144,0.025805037,0.014083343,-0.008703925,-0.006111231,-0.024672223,0.04796196,0.090970024,-0.048059504,0.0
22-May,2022/5/5,2022/5/31,19,3035,3035,2919,2935,2975.842105263158,29.965282055321516,2935.0,7637105,1270711,-0.035808147,0.0395229982964224,3476,3485,3194,3232,3308.684210526316,67.05391912614364,3231.0,2593675,207715,-0.07286288,0.0900371287128712,794.25,810.25,747.25,752.75,781.2638888888889,13.46194861294294,-0.073538462,0.0836931252075722,1079.0,1284.0,1077.25,1087.75,1159.5972222222222,55.8365615835819,0.0312870348423797,0.190071247988968,2935,-0.035808147,-0.072862881,332.8421052631579,297,2830.3763157894737,2828.57,-145.4657895,-106.43,-0.051415316,-0.037627,2975.842105263158,2935,-0.05075662,0.011390050657895,1.4840197452196415,1.445034872135503,45.52,2.3957894736842107,52.39,2.7573684210526315,33.42,1.7589473684210528,43.77666666666666,2.304035087719298,14.465263157894736,15.01,14.775263157894738,15.22,16.54842105263158,17.04,15.262982456140351,15.756666666666666,0,0,2903.9473684210525,2886,-73.57105263,-57.43,-0.025998105,-0.020304,-0.035808147,2939.6666666666665,0.0276610644257702,0.0555194926144849,2851.6666666666665,0.1096408317580339,0.0371857066647127,2714.583333333333,0.100900225056264,0.0327116519848918,2780.0,-0.05281090289608181,1.0,0.04726971,-0.23506595,-0.03184147,-0.13758372,0.23764393,0.03774802,-0.09153458,0.059609376,-0.08590496,0.07923423,0.0332159,-0.15064274,0.229071,-0.117015764,0.06609939,0.08762505,-0.028616304,-0.009008437,-0.033683855,-0.05886166,-0.020128623,0.06826855,0.021105878,0.059806515,0.027116494,-0.114814185,-0.03944322,-0.062296513,-0.050688494,-0.05362333,0.0441006,-0.013702756,0.0
22-Jun,2022/6/1,2022/6/30,21,2931,2934,2770,2780,2859.9523809523807,40.3093986440833,2792.0,8227369,1142264,-0.052810903,0.0589928057553956,3232,3296,3100,3156,3174.4761904761904,27.306810592998666,3170.0,2310667,197667,-0.023514851,0.0621039290240811,753.75,792.0,618.75,623.25,720.525,51.26696766617089,-0.172035868,0.2779783393501805,1091.0,1108.75,881.0,890.0,1015.0125,66.24091174008623,-0.181797288,0.2558988764044944,2780,-0.052810902,-0.023514852,314.5238095238095,376,2828.5714285714284,2827.14,-31.38095238,47.14,-0.011106619,0.016674,2859.9523809523807,2780,-0.170327552,-0.165484335,1.409559345297696,1.4279983955074207,87.04,4.144761904761905,122.28,5.822857142857143,140.96,6.712380952380952,116.76,5.5600000000000005,20.27380952380953,24.01,19.637619047619047,23.89,20.174761904761905,25.32,20.02873015873016,24.406666666666663,0,0,2810.5714285714284,2731,18.0,96.14,0.0063510952380952,0.034006,-0.052810903,2919.6666666666665,-0.021126761,0.0675905283318341,2869.6666666666665,0.0404191616766467,0.0473554481830694,2728.5,0.0639112131649444,0.0364760557396594,2670.0,-0.03956834532374098,1.0,0.25125617,0.39655197,-0.06822237,-0.24919836,0.097400054,0.046481755,-0.09075757,0.042329703,-0.005144659,-0.16204908,0.11076154,-0.12779498,-0.073500395,0.031251293,-0.017727563,0.08683651,-0.06713845,0.06593871,-0.006863437,0.028347846,-0.002425451,-0.010233529,-0.042641312,-0.008501144,0.05222568,0.09222832,-0.009511771,0.027619567,-0.001277084,-0.014134321,0.12839825,-0.04785782,0.0
22-Jul,2022/7/1,2022/7/29,21,2770,2774,2548,2670,2671.5238095238096,48.46918510519743,2666.0,7756213,736606,-0.039568345,0.0846441947565543,3145,3166,2901,3077,3057.190476190476,64.66731712976734,3066.0,2560200,128540,-0.025031686,0.0861228469288267,625.0,658.5,561.75,622.25,598.2125,17.536104673081276,-0.001604493,0.1554841301727601,890.0,940.25,754.0,811.75,811.7625,30.008713098733597,-0.087921348,0.2294425623652602,2670,-0.039568344,-0.025031684,385.6666666666667,407,2805.8509523809525,2781.43,134.32714285714286,111.43,0.0479019047619047,0.040062,2671.5238095238096,2670,-0.001604491,-0.087921349,1.3572287726346024,1.3045399758939331,65.99,3.142380952380952,144.53,6.882380952380952,169.78,8.084761904761905,126.76666666666668,6.036507936507936,24.760952380952386,24.42,23.75190476190476,24.77,23.844761904761903,22.69,24.119206349206348,23.96,0,0,2651.3809523809523,2670,154.47,111.43,0.0550496666666666,0.040062,-0.039568345,2795.0,-0.122864652,0.0089312011444421,2854.1666666666665,-0.033659066,0.0486361993929545,2736.583333333333,0.0376991838321025,0.0383741624352857,2797.0,0.04756554307116101,1.0,0.143943,-0.054001216,-0.060605954,-0.18040213,0.033027347,-0.15562284,-0.19425552,0.19015053,-0.019649485,-0.021539038,-0.09890042,0.18497579,0.13224421,0.021349957,0.13469557,0.045213398,0.12457343,0.09337947,-0.001033074,0.083964534,0.14618342,0.11186124,0.035647154,-0.052064408,-0.030029733,0.093198344,0.020589769,-0.077684,0.053538423,0.074598595,-0.032422226,-0.05798793,1.0
22-Aug,2022/8/1,2022/8/31,23,2681,2808,2643,2797,2721.260869565217,42.24196253974815,2789.0,7011334,866209,0.047565543071161,0.0589917769038255,3096,3113,2918,3064,3033.043478260869,46.314614089516965,3066.0,2454965,176831,-0.004224894,0.0636422976501305,623.75,683.75,587.5,670.5,630.1304347826087,26.781933951192027,0.0775411811972679,0.1435495898583147,812.75,849.0,743.25,832.25,795.0217391304348,22.39240854562789,0.0252540806898675,0.1270651847401622,2797,0.04756554249038,-0.004224894,311.7826086956522,267,2766.149130434783,2767.14,40.366521739130434,-29.86,0.014583,-0.010791,2725.782608695652,2797,0.077541182153509,0.0252540809100141,1.262737265005388,1.2412378821774794,139.09,6.047391304347826,93.95,4.084782608695653,75.12,3.266086956521739,102.72,4.466086956521739,20.835217391304347,18.4,20.652608695652173,17.9,21.58304347826087,18.51,21.0236231884058,18.27,0,0,2701.086956521739,2751,65.06217391304348,16.14,0.0235171739130434,0.005833,0.047565543071161,2749.0,-0.047018739,0.0545330339379823,2844.333333333333,-0.020658263,0.0510997033763923,2762.4166666666665,0.1246481704865298,0.0383618795281585,2773.0,-0.008580622095101909,0.0,0.24278504,0.22562055,-0.006958457,-0.10805483,-0.056291133,0.051441733,-0.21245588,0.15266174,-0.014196442,-0.021308986,-0.13867873,-0.058232337,0.11720622,-0.007174493,-0.08028947,0.08599449,-0.023265582,0.10671757,-0.0294252,-0.109704636,0.118891634,-0.010810353,0.038777508,-0.1222797,0.117938906,-0.09547867,-0.09299809,0.07627906,0.27487808,-0.0714054,-0.05447206,-0.061227124,0.0
