date,dce_soybean_open,dce_soybean_high,dce_soybean_low,dce_soybean_close,dce_soybean_volume,dce_soybean2_open,dce_soybean2_high,dce_soybean2_low,dce_soybean2_close,dce_soybean2_volume,dce_soybean_meal_open,dce_soybean_meal_high,dce_soybean_meal_low,dce_soybean_meal_close,dce_soybean_meal_volume,dce_soybean_oil_open,dce_soybean_oil_high,dce_soybean_oil_low,dce_soybean_oil_close,dce_soybean_oil_volume,dce_palm_oil_open,dce_palm_oil_high,dce_palm_oil_low,dce_palm_oil_close,dce_palm_oil_volume,cbot_soybean_open,cbot_soybean_high,cbot_soybean_low,cbot_soybean_close,cbot_soybean_volume,cbot_soybean_meal_open,cbot_soybean_meal_high,cbot_soybean_meal_low,cbot_soybean_meal_close,cbot_soybean_meal_volume,cbot_soybean_oil_open,cbot_soybean_oil_high,cbot_soybean_oil_low,cbot_soybean_oil_close,cbot_soybean_oil_volume,cbot_corn_open,cbot_corn_high,cbot_corn_low,cbot_corn_close,cbot_corn_volume,cbot_wheat_open,cbot_wheat_high,cbot_wheat_low,cbot_wheat_close,cbot_wheat_volume,usd_cny,hlj_precip_mm,hlj_t2m_c,jilin_precip_mm,jilin_t2m_c,inner_mongolia_precip_mm,inner_mongolia_t2m_c,iowa_precip_mm,iowa_t2m_c,illinois_precip_mm,illinois_t2m_c,mato_grosso_precip_mm,mato_grosso_t2m_c,month,global_soybean_price_usd_t,global_soybean_meal_price_usd_t,global_soybean_oil_price_usd_t,global_palm_oil_price_usd_t,global_corn_price_usd_t,global_wheat_price_usd_t,global_soybean_price_cny_t,global_soybean_meal_price_cny_t,global_soybean_oil_price_cny_t,global_palm_oil_price_cny_t,global_corn_price_cny_t,global_wheat_price_cny_t,dce_soybean_ret_1d,dce_soybean2_ret_1d,dce_soybean_meal_ret_1d,dce_soybean_oil_ret_1d,dce_palm_oil_ret_1d,cbot_soybean_ret_1d,cbot_soybean_meal_ret_1d,cbot_soybean_oil_ret_1d,cbot_corn_ret_1d,cbot_wheat_ret_1d,soybean_meal_soybean_spread_close,soybean_oil_soybean_spread_close,soybean2_soybean_spread_close,palm_soybean_oil_spread_close,global_soybean_basis_cny_t,global_soybean_basis_rate,is_soybean_harvest_season_ne_cn,is_soybean_planting_season_ne_cn,is_us_soybean_harvest_season,is_brazil_soybean_harvest_season,ne_avg_precip_mm,ne_avg_t2m_c,us_midwest_avg_precip_mm,us_midwest_avg_t2m_c
2019-07-05,3406.0,3440.0,3395.0,3437.0,86430.0,3021.0,3051.0,3020.0,3047.0,122480.0,2810.0,2814.0,2792.0,2804.0,1024530.0,5422.0,5442.0,5408.0,5430.0,281202.0,4242.0,4290.0,4232.0,4244.0,664198.0,884.0,884.75,871.75,872.25,1991.0,306.0,306.0,302.5,303.79998779296875,900.0,28.030000686645508,28.030000686645508,27.420000076293945,27.440000534057617,655.0,433.0,435.5,427.0,434.0,2127.0,511.5,520.5,511.5,519.25,458.0,6.87060022354126,28.7,23.3,1.8,24.4,6.3,26.0,7.8,25.1,4.2,26.3,0.0,26.4,2019-07,381.96,362.01,747.79,584.58,166.743164,220.157047539,2624.2944613838195,2487.2259869241716,5137.766141161918,4016.41547867775,1145.625619852377,1512.6110600356371,0.009397944199706298,0.007939133311280155,0.0,0.0003684598378776993,-0.00047103155911443206,,,,,,-633.0,1993.0,-390.0,-1186.0,-812.7055386161805,-0.23645782328082066,0,0,0,0,12.266666666666666,24.566666666666666,6.0,25.700000000000003
2019-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.87060022354126,4.2,24.3,0.3,25.2,12.8,21.5,3.1,25.1,2.8,26.2,0.2,22.8,2019-07,381.96,362.01,747.79,584.58,166.743164,220.157047539,2624.2944613838195,2487.2259869241716,5137.766141161918,4016.41547867775,1145.625619852377,1512.6110600356371,,,,,,,,,,,,,,,,,0,0,0,0,5.766666666666667,23.666666666666668,2.95,25.65
2019-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.892600059509277,1.6,24.4,0.0,24.2,0.0,22.6,0.4,23.1,1.1,25.0,0.0,20.6,2019-07,381.96,362.01,747.79,584.58,166.743164,220.157047539,2632.697518730163,2495.1901475429536,5154.217398500442,4029.2761427879336,1149.2939421091653,1517.4544789686981,,,,,,,,,,,,,,,,,0,0,0,0,0.5333333333333333,23.73333333333333,0.75,24.05
2019-07-08,3437.0,3438.0,3390.0,3397.0,107640.0,3044.0,3053.0,3003.0,3016.0,121518.0,2804.0,2810.0,2771.0,2772.0,1553194.0,5434.0,5474.0,5410.0,5456.0,396892.0,4244.0,4268.0,4226.0,4238.0,435352.0,878.0,878.5,870.0,875.25,1340.0,306.1000061035156,306.1000061035156,303.20001220703125,304.20001220703125,667.0,27.600000381469727,27.860000610351562,27.579999923706055,27.860000610351562,480.0,440.75,442.75,432.0,438.5,2083.0,520.0,521.5,513.0,516.75,187.0,6.880899906158447,2.7,25.1,0.0,25.2,0.4,25.3,0.0,23.3,0.1,23.1,0.0,21.4,2019-07,381.96,362.01,747.79,584.58,166.743164,220.157047539,2628.2285281562804,2490.9545750284196,5145.468140826225,4022.4364671421054,1147.3430215201627,1514.878607751226,,,,,,,,,,,-625.0,2059.0,-381.0,-1218.0,-768.7714718437196,-0.22630894078413882,0,0,0,0,1.0333333333333334,25.2,0.05,23.200000000000003
2019-07-09,3391.0,3403.0,3366.0,3401.0,96682.0,3011.0,3016.0,2955.0,2986.0,109518.0,2767.0,2771.0,2716.0,2759.0,2141798.0,5450.0,5486.0,5406.0,5408.0,517386.0,4238.0,4248.0,4172.0,4176.0,534954.0,872.25,882.75,870.75,882.75,936.0,304.0,307.8999938964844,303.70001220703125,307.8999938964844,317.0,27.860000610351562,27.8799991607666,27.81999969482422,27.8799991607666,476.0,437.25,437.75,429.25,431.75,445.0,513.75,513.75,508.5,509.75,146.0,6.888299942016602,0.0,25.7,0.0,25.8,0.0,25.9,0.0,24.8,0.4,24.2,0.0,24.0,2019-07,381.96,362.01,747.79,584.58,166.743164,220.157047539,2631.055045852661,2493.63346200943,5151.001813640594,4026.7623801040654,1148.5769269128648,1516.5077777974398,0.0011775095672652558,-0.009946949602122057,-0.004689754689754744,-0.008797653958944274,-0.014629542236904158,0.00856898029134534,0.012162989944047187,0.0007178230429618626,-0.015393386545039855,-0.013546202225447557,-642.0,2007.0,-415.0,-1232.0,-769.9449541473391,-0.22638781362756222,0,0,0,0,0.0,25.8,0.2,24.5
2019-07-10,3400.0,3423.0,3388.0,3397.0,133236.0,2977.0,2999.0,2967.0,2998.0,113740.0,2753.0,2781.0,2747.0,2779.0,1580916.0,5420.0,5462.0,5410.0,5442.0,322210.0,4188.0,4224.0,4180.0,4190.0,362268.0,884.5,893.0,880.75,893.0,651.0,307.1000061035156,309.1000061035156,306.29998779296875,309.1000061035156,153.0,28.079999923706055,28.079999923706055,27.75,27.969999313354492,217.0,430.0,434.75,428.0,434.25,494.0,506.0,512.5,506.0,511.75,135.0,6.872200012207031,0.0,24.9,0.0,25.5,0.5,25.7,9.0,25.7,0.2,27.2,0.0,24.9,2019-07,381.96,362.01,747.79,584.58,166.743164,220.157047539,2624.9055166625976,2487.805126419067,5138.962447128296,4017.3506831359864,1145.892373676239,1512.9632647849796,-0.0011761246692149063,0.004018754186202234,0.007249003262051579,0.006286982248520756,0.0033524904214559115,0.011611441517983545,0.003897408999087748,0.0032281260866944272,0.0057903879559930704,0.003923491907797949,-618.0,2045.0,-399.0,-1252.0,-772.0944833374024,-0.22728716024062479,0,0,0,0,0.16666666666666666,25.366666666666664,4.6,26.45
2019-07-11,3398.0,3418.0,3385.0,3390.0,101056.0,2997.0,3013.0,2982.0,2999.0,84846.0,2788.0,2803.0,2768.0,2789.0,1710938.0,5460.0,5470.0,5420.0,5440.0,346342.0,4204.0,4218.0,4188.0,4198.0,294290.0,894.0,896.25,890.75,896.25,208.0,310.6000061035156,311.6000061035156,309.29998779296875,311.6000061035156,187.0,28.06999969482422,28.06999969482422,28.06999969482422,28.06999969482422,44.0,433.25,448.0,433.25,447.75,597.0,514.25,536.25,514.25,536.25,70.0,6.869200229644775,0.0,23.2,7.7,23.6,4.0,22.8,0.1,23.2,0.3,26.9,0.0,25.1,2019-07,381.96,362.01,747.79,584.58,166.743164,220.157047539,2623.759719715118,2486.719175133705,5136.719239726066,4015.597070245743,1145.3921804404965,1512.3028415128144,-0.002060641742714142,0.00033355570380244615,0.003598416696653395,-0.0003675119441381991,0.0019093078758949389,0.0036394176931691113,0.008087997252134604,0.003575272932594631,0.031088082901554515,0.04787493893502681,-601.0,2050.0,-391.0,-1242.0,-766.2402802848819,-0.22602958120497993,0,0,0,0,3.9,23.2,0.2,25.049999999999997
2019-07-12,3388.0,3427.0,3375.0,3416.0,126486.0,2993.0,3025.0,2982.0,3004.0,57052.0,2789.0,2818.0,2777.0,2808.0,1462464.0,5440.0,5450.0,5390.0,5400.0,339178.0,4200.0,4206.0,4164.0,4180.0,274840.0,902.25,906.75,902.25,906.75,29186.0,312.6000061035156,313.29998779296875,312.6000061035156,313.29998779296875,15559.0,28.110000610351562,28.110000610351562,28.110000610351562,28.110000610351562,16154.0,447.75,457.0,447.75,449.5,169365.0,535.0,538.5,535.0,536.25,60976.0,6.869200229644775,0.0,23.2,4.6,22.9,6.3,22.8,0.0,22.8,0.1,23.5,0.0,24.2,2019-07,381.96,362.01,747.79,584.58,166.743164,220.157047539,2623.759719715118,2486.719175133705,5136.719239726066,4015.597070245743,1145.3921804404965,1512.3028415128144,0.007669616519174083,0.0016672224074691933,0.006812477590534272,-0.007352941176470562,-0.004287756074321081,0.011715481171548081,0.0054556535820105,0.0014250415376642067,0.003908431044109539,0.0,-608.0,1984.0,-412.0,-1220.0,-792.2402802848819,-0.2319204567578694,0,0,0,0,3.633333333333333,22.966666666666665,0.05,23.15
2019-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.869200229644775,0.0,23.0,0.2,23.3,2.1,23.0,0.0,26.2,0.0,24.0,0.0,25.3,2019-07,381.96,362.01,747.79,584.58,166.743164,220.157047539,2623.759719715118,2486.719175133705,5136.719239726066,4015.597070245743,1145.3921804404965,1512.3028415128144,,,,,,,,,,,,,,,,,0,0,0,0,0.7666666666666667,23.099999999999998,0.0,25.1
2019-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.879799842834473,0.8,22.3,0.1,23.9,1.6,23.2,0.5,26.4,0.0,26.5,0.0,25.8,2019-07,381.96,362.01,747.79,584.58,166.743164,220.157047539,2627.808347969055,2490.5563411045073,5144.64552447319,4021.793392124176,1147.1595934809227,1514.6364210577137,,,,,,,,,,,,,,,,,0,0,0,0,0.8333333333333334,23.133333333333336,0.25,26.45
2019-07-15,3412.0,3450.0,3409.0,3439.0,132236.0,3006.0,3092.0,3006.0,3072.0,97684.0,2810.0,2874.0,2808.0,2861.0,1973384.0,5406.0,5476.0,5404.0,5468.0,386228.0,4186.0,4254.0,4176.0,4236.0,513910.0,915.25,918.0,900.5,901.75,26785.0,315.79998779296875,317.0,310.70001220703125,311.6000061035156,15207.0,28.3700008392334,28.489999771118164,28.18000030517578,28.280000686645508,17203.0,459.25,460.0,439.75,441.0,164465.0,524.25,531.5,506.0,507.75,68193.0,6.8769001960754395,5.7,22.7,0.3,24.4,0.0,24.4,0.0,28.1,0.2,26.6,0.0,25.5,2019-07,381.96,362.01,747.79,584.58,166.743164,220.157047539,2626.7007988929745,2489.50663998127,5142.477197623252,4020.0983166217807,1146.6760972058391,1513.9980433883388,,,,,,,,,,,-578.0,2029.0,-367.0,-1232.0,-812.2992011070255,-0.23620215211021386,0,0,0,0,2.0,23.833333333333332,0.1,27.35
2019-07-16,3430.0,3434.0,3380.0,3380.0,138814.0,3068.0,3068.0,3026.0,3037.0,67264.0,2851.0,2851.0,2799.0,2813.0,1597376.0,5460.0,5462.0,5424.0,5440.0,277338.0,4228.0,4240.0,4212.0,4220.0,245984.0,899.75,900.0,885.0,887.75,64645.0,311.5,311.6000061035156,306.70001220703125,308.3999938964844,22179.0,28.260000228881836,28.43000030517578,27.90999984741211,27.989999771118164,24963.0,437.75,440.75,429.0,435.25,144486.0,507.75,510.0,501.0,507.5,51260.0,6.87529993057251,8.4,24.5,0.4,25.2,0.0,26.2,0.0,26.6,3.7,23.8,0.0,25.4,2019-07,381.96,362.01,747.79,584.58,166.743164,220.157047539,2626.089561481476,2488.927327866554,5141.280535082817,4019.1628334140782,1146.4092638726406,1513.6457336599353,-0.01715615004361737,-0.01139322916666663,-0.016777350576721473,-0.00512070226773953,-0.0037771482530689626,-0.015525367341280849,-0.010269615354141504,-0.010254629012943717,-0.0130385487528345,-0.000492368291482026,-567.0,2060.0,-343.0,-1220.0,-753.9104385185242,-0.2230504255971965,0,0,0,0,2.9333333333333336,25.3,1.85,25.200000000000003
2019-07-17,3372.0,3387.0,3355.0,3376.0,117064.0,3035.0,3078.0,3022.0,3061.0,72946.0,2800.0,2840.0,2794.0,2828.0,1647962.0,5430.0,5440.0,5408.0,5426.0,300698.0,4216.0,4220.0,4182.0,4198.0,307666.0,887.5,894.25,881.5,882.5,32882.0,308.3999938964844,310.6000061035156,307.20001220703125,307.5,30317.0,27.989999771118164,28.239999771118164,27.6299991607666,27.68000030517578,28862.0,435.25,441.5,431.5,436.0,125868.0,507.25,514.0,502.0,505.5,40000.0,6.872799873352051,25.1,23.9,1.2,24.5,1.1,25.6,0.2,26.0,5.5,24.8,0.0,25.8,2019-07,381.96,362.01,747.79,584.58,166.743164,220.157047539,2625.134639625549,2488.0222821521756,5139.41101729393,4017.701349964142,1145.9923964215202,1513.0953284436005,-0.0011834319526626835,0.007902535396773214,0.00533238535371483,-0.0025735294117646967,-0.005213270142180093,-0.005913827090960333,-0.002918268204591623,-0.011075365076003263,0.001723147616312426,-0.003940886699507429,-548.0,2050.0,-315.0,-1228.0,-750.865360374451,-0.222412725229399,0,0,0,0,9.133333333333335,24.666666666666668,2.85,25.4
2019-07-18,3376.0,3398.0,3368.0,3371.0,102320.0,3064.0,3097.0,3042.0,3047.0,76298.0,2840.0,2865.0,2824.0,2832.0,2063080.0,5432.0,5444.0,5384.0,5420.0,332058.0,4214.0,4222.0,4174.0,4196.0,297758.0,880.0,885.75,875.5,881.25,34663.0,307.20001220703125,308.6000061035156,305.79998779296875,307.0,29475.0,27.610000610351562,27.850000381469727,27.469999313354492,27.639999389648438,22959.0,435.0,436.0,423.25,424.5,156004.0,504.0,505.25,493.0,493.5,59023.0,6.8790998458862305,12.1,23.4,17.8,23.8,1.9,26.3,8.4,27.8,0.1,26.8,0.0,25.5,2019-07,381.96,362.01,747.79,584.58,166.743164,220.157047539,2627.5409771347045,2490.3029352092744,5144.122073755264,4021.384187908173,1147.0428737749826,1514.4823117963024,-0.001481042654028486,-0.004573668735707304,0.0014144271570013522,-0.0011057869517139274,-0.0004764173415912065,-0.0014164305949008194,-0.001626016260162566,-0.0014451197646795366,-0.026376146788990806,-0.023738872403560873,-539.0,2049.0,-324.0,-1224.0,-743.4590228652955,-0.22054554223236297,0,0,0,0,10.6,24.5,4.25,27.3
2019-07-19,3370.0,3395.0,3368.0,3384.0,75988.0,3049.0,3084.0,3041.0,3077.0,77524.0,2827.0,2847.0,2809.0,2840.0,1578836.0,5420.0,5428.0,5394.0,5402.0,188716.0,4194.0,4202.0,4182.0,4190.0,194854.0,881.75,905.75,879.5,901.5,53086.0,307.5,313.5,306.6000061035156,311.20001220703125,26702.0,27.690000534057617,28.190000534057617,27.610000610351562,28.100000381469727,25741.0,425.5,434.0,423.75,430.75,114521.0,494.75,516.75,492.5,502.5,67722.0,6.8790998458862305,0.5,24.7,0.6,25.8,0.0,27.1,0.0,30.9,0.0,29.3,0.0,26.4,2019-07,381.96,362.01,747.79,584.58,166.743164,220.157047539,2627.5409771347045,2490.3029352092744,5144.122073755264,4021.384187908173,1147.0428737749826,1514.4823117963024,0.0038564224265795755,0.009845749917952062,0.0028248587570620654,-0.0033210332103320583,-0.0014299332697806921,0.02297872340425533,0.013680821521274478,0.01664258328433843,0.01472320376914027,0.01823708206686936,-544.0,2018.0,-307.0,-1212.0,-756.4590228652955,-0.2235399003739053,0,0,0,0,0.3666666666666667,25.866666666666664,0.0,30.1
2019-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8790998458862305,0.0,26.5,0.0,27.7,0.0,27.6,0.0,31.6,0.0,29.6,0.0,26.4,2019-07,381.96,362.01,747.79,584.58,166.743164,220.157047539,2627.5409771347045,2490.3029352092744,5144.122073755264,4021.384187908173,1147.0428737749826,1514.4823117963024,,,,,,,,,,,,,,,,,0,0,0,0,0.0,27.26666666666667,0.0,30.6
2019-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.881100177764893,21.6,24.5,46.5,24.0,1.6,26.9,20.8,25.6,0.2,29.3,0.0,24.6,2019-07,381.96,362.01,747.79,584.58,166.743164,220.157047539,2628.305023899078,2491.027075352669,5145.617901930808,4022.5535419178013,1147.3764154414807,1514.9226989568067,,,,,,,,,,,,,,,,,0,0,0,0,23.23333333333333,25.133333333333336,10.5,27.450000000000003
2019-07-22,3386.0,3395.0,3365.0,3387.0,101828.0,3080.0,3092.0,3003.0,3025.0,103008.0,2852.0,2853.0,2785.0,2797.0,2070082.0,5402.0,5438.0,5392.0,5432.0,293662.0,4190.0,4218.0,4174.0,4214.0,386650.0,901.5,904.25,887.5,888.25,35788.0,310.29998779296875,312.20001220703125,308.20001220703125,308.3999938964844,21136.0,28.18000030517578,28.229999542236328,27.700000762939453,27.729999542236328,22236.0,430.75,432.25,421.0,422.25,110947.0,505.25,505.25,487.0,487.25,69561.0,6.880099773406982,4.9,24.9,0.0,26.2,0.0,28.7,0.0,22.2,1.7,24.9,0.0,25.0,2019-07,381.96,362.01,747.79,584.58,166.743164,220.157047539,2627.922909450531,2490.6649189710615,5144.869809556008,4021.968725538254,1147.2096048535634,1514.702452887024,,,,,,,,,,,-590.0,2045.0,-362.0,-1218.0,-759.0770905494692,-0.22411487763491855,0,0,0,0,1.6333333333333335,26.599999999999998,0.85,23.549999999999997
2019-07-23,3383.0,3416.0,3383.0,3387.0,126626.0,3024.0,3049.0,3023.0,3044.0,59034.0,2801.0,2815.0,2800.0,2814.0,1140988.0,5432.0,5454.0,5420.0,5452.0,355666.0,4212.0,4260.0,4208.0,4246.0,414032.0,888.5,892.5,881.0,885.75,25780.0,308.29998779296875,309.8999938964844,306.0,306.3999938964844,29175.0,27.780000686645508,28.06999969482422,27.739999771118164,28.010000228881836,21183.0,423.75,426.5,418.25,425.5,131110.0,487.75,493.5,483.25,487.25,57807.0,6.878300189971924,2.8,24.5,10.3,24.5,3.5,25.9,0.0,19.6,0.0,20.7,0.0,25.6,2019-07,381.96,362.01,747.79,584.58,166.743164,220.157047539,2627.235540561676,2490.013451771736,5143.524099059105,4020.9167250537876,1146.9095366177196,1514.3062619111615,0.0,0.006280991735537089,0.006077940650697222,0.003681885125184081,0.007593735168486049,-0.0028145229383619297,-0.006485084434441735,0.010097392400567173,0.007696862048549358,0.0,-573.0,2065.0,-343.0,-1206.0,-759.7644594383241,-0.22431782091476946,0,0,0,0,5.533333333333334,24.96666666666667,0.0,20.15
2019-07-24,3384.0,3406.0,3370.0,3398.0,121088.0,3044.0,3044.0,2997.0,3038.0,68200.0,2805.0,2806.0,2769.0,2799.0,1584798.0,5456.0,5506.0,5440.0,5492.0,442862.0,4250.0,4312.0,4244.0,4300.0,567278.0,886.0,895.0,883.75,891.0,47514.0,306.20001220703125,308.70001220703125,305.6000061035156,306.29998779296875,22730.0,27.969999313354492,28.549999237060547,27.969999313354492,28.299999237060547,37359.0,425.0,430.5,421.5,424.0,93160.0,487.25,498.75,487.25,497.75,61740.0,6.871500015258789,5.6,24.5,37.4,25.4,0.0,27.4,0.0,20.9,0.0,21.7,0.0,25.2,2019-07,381.96,362.01,747.79,584.58,166.743164,220.157047539,2624.6381458282467,2487.5517205238343,5138.438996410369,4016.941478919983,1145.775653970299,1512.8091555235683,0.0032477118393858806,-0.001971090670170872,-0.005330490405117239,0.007336757153338258,0.012717852096090443,0.00592718035563089,-0.0003263906837720487,0.010353409703998784,-0.003525264394829586,0.021549512570548934,-599.0,2094.0,-360.0,-1192.0,-773.3618541717533,-0.2275932472547832,0,0,0,0,14.333333333333334,25.766666666666666,0.0,21.299999999999997
2019-07-25,3397.0,3411.0,3393.0,3402.0,89524.0,3040.0,3091.0,3040.0,3082.0,122782.0,2805.0,2818.0,2786.0,2810.0,1173604.0,5494.0,5550.0,5490.0,5526.0,424624.0,4302.0,4326.0,4288.0,4306.0,412680.0,891.0,896.0,881.0,882.5,42118.0,306.0,306.70001220703125,303.0,303.8999938964844,32038.0,28.299999237060547,28.610000610351562,28.260000228881836,28.270000457763672,26262.0,424.0,425.75,418.0,418.5,172277.0,497.75,507.5,492.25,499.5,66902.0,6.871600151062012,0.0,22.0,3.5,23.9,1.2,25.3,0.0,22.4,0.0,22.3,0.0,25.3,2019-07,381.96,362.01,747.79,584.58,166.743164,220.157047539,2624.676393699646,2487.5879706859587,5138.513876962662,4017.000016307831,1145.7923509309578,1512.8312011263588,0.0011771630370807085,0.014483212639894605,0.003929974991068175,0.006190823015294944,0.0013953488372093759,-0.009539842873176219,-0.007835435821520687,-0.0010600275655693325,-0.01297169811320753,0.0035158211953791874,-592.0,2124.0,-320.0,-1220.0,-777.3236063003542,-0.22849018409769375,0,0,0,0,1.5666666666666667,23.733333333333334,0.0,22.35
2019-07-26,3397.0,3399.0,3364.0,3378.0,140094.0,3077.0,3088.0,3013.0,3030.0,78342.0,2810.0,2812.0,2764.0,2784.0,1606472.0,5538.0,5554.0,5506.0,5530.0,328852.0,4318.0,4348.0,4314.0,4332.0,315134.0,883.5,890.0,881.5,883.25,62234.0,303.6000061035156,305.5,302.5,303.1000061035156,26107.0,28.5,28.559999465942383,28.229999542236328,28.469999313354492,33584.0,418.25,419.5,413.0,414.5,120749.0,499.5,500.25,493.5,496.0,41871.0,6.871600151062012,9.2,22.2,10.4,24.9,0.0,27.0,0.5,23.6,0.0,23.5,0.0,23.9,2019-07,381.96,362.01,747.79,584.58,166.743164,220.157047539,2624.676393699646,2487.5879706859587,5138.513876962662,4017.000016307831,1145.7923509309578,1512.8312011263588,-0.007054673721340388,-0.01687216093445809,-0.0092526690391459,0.0007238508867173366,0.006038086391082276,0.0008498583569405138,-0.002632404768133201,0.007074596828876123,-0.009557945041816063,-0.00700700700700696,-594.0,2152.0,-348.0,-1198.0,-753.3236063003542,-0.22300876444652284,0,0,0,0,6.533333333333334,24.7,0.25,23.55
2019-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.871600151062012,0.0,23.3,14.3,27.3,0.0,30.6,0.1,26.3,0.0,24.6,0.0,24.4,2019-07,381.96,362.01,747.79,584.58,166.743164,220.157047539,2624.676393699646,2487.5879706859587,5138.513876962662,4017.000016307831,1145.7923509309578,1512.8312011263588,,,,,,,,,,,,,,,,,0,0,0,0,4.766666666666667,27.066666666666666,0.05,25.450000000000003
2019-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.878200054168701,0.0,27.5,0.0,28.0,0.0,29.9,0.0,26.8,0.0,26.4,0.0,25.2,2019-07,381.96,362.01,747.79,584.58,166.743164,220.157047539,2627.1972926902768,2489.9772016096113,5143.449218506813,4020.8581876659396,1146.8928396570607,1514.284216308371,,,,,,,,,,,,,,,,,0,0,0,0,0.0,28.46666666666667,0.0,26.6
2019-07-29,3380.0,3413.0,3365.0,3374.0,131306.0,3032.0,3049.0,3015.0,3024.0,38678.0,0.0,2260.0,2260.0,2260.0,1615438.0,5530.0,5618.0,5516.0,5574.0,539910.0,4336.0,4394.0,4332.0,4358.0,442472.0,882.5,890.75,881.75,885.75,74809.0,303.0,305.8999938964844,302.6000061035156,304.20001220703125,40329.0,28.450000762939453,28.719999313354492,28.3700008392334,28.43000030517578,39302.0,413.25,419.5,412.0,417.0,90112.0,495.25,507.25,492.5,503.5,63097.0,6.892399787902832,0.7,26.9,10.6,27.3,18.2,26.7,8.2,24.8,4.6,27.1,0.0,24.7,2019-07,381.96,362.01,747.79,584.58,166.743164,220.157047539,2632.6210229873654,2495.117647218704,5154.067637395859,4029.1590680122376,1149.2605481878472,1517.4103877631173,,,,,,,,,,,-1114.0,2200.0,-350.0,-1216.0,-741.3789770126346,-0.2197329511003659,0,0,0,0,9.833333333333334,26.96666666666667,6.3999999999999995,25.950000000000003
2019-07-30,3371.0,3396.0,3367.0,3376.0,102890.0,3022.0,3075.0,3021.0,3065.0,207392.0,2776.0,2806.0,2772.0,2789.0,1099566.0,5580.0,5600.0,5556.0,5572.0,287638.0,4366.0,4374.0,4354.0,4360.0,215974.0,884.75,887.0,871.5,878.75,52783.0,303.3999938964844,304.20001220703125,299.79998779296875,300.29998779296875,30207.0,28.489999771118164,28.56999969482422,28.149999618530273,28.309999465942383,38095.0,417.0,417.0,410.25,411.25,81026.0,502.25,503.25,495.0,497.25,47667.0,6.883600234985352,76.6,23.6,30.7,25.6,22.4,27.1,0.0,21.0,21.7,23.0,0.0,25.2,2019-07,381.96,362.01,747.79,584.58,166.743164,220.157047539,2629.2599457550045,2491.932121067047,5147.487419719696,4024.015025367737,1147.7932828926012,1515.4731041731416,0.0005927682276229973,0.013558201058201158,0.23407079646017692,-0.0003588087549336594,0.00045892611289577445,-0.007902907140841076,-0.012820592562659883,-0.0042209228964219525,-0.013788968824940073,-0.012413108242303905,-587.0,2196.0,-311.0,-1212.0,-746.7400542449955,-0.22119077436166928,0,0,0,0,43.23333333333333,25.433333333333337,10.85,22.0
2019-07-31,3376.0,3394.0,3370.0,3383.0,78728.0,3064.0,3078.0,3045.0,3064.0,170530.0,2785.0,2809.0,2781.0,2799.0,1098276.0,5568.0,5588.0,5538.0,5554.0,224548.0,4360.0,4378.0,4338.0,4358.0,212900.0,876.5,882.0,862.75,864.0,10230.0,300.0,301.3999938964844,297.70001220703125,298.20001220703125,6814.0,28.309999465942383,28.350000381469727,27.75,27.75,8105.0,410.75,413.75,400.0,400.25,151787.0,497.5,500.5,484.5,487.25,64057.0,6.883399963378906,1.0,26.0,0.0,27.0,0.0,26.4,0.0,20.4,0.0,22.2,0.0,25.9,2019-07,381.96,362.01,747.79,584.58,166.743164,220.157047539,2629.183450012207,2491.8596207427977,5147.337658615112,4023.897950592041,1147.759888971283,1515.4290129675608,0.0020734597156397694,-0.00032626427406201586,0.0035855145213337103,-0.003230437903804728,-0.0004587155963302614,-0.01678520625889046,-0.0069929259783562125,-0.019780977622980034,-0.0267477203647416,-0.020110608345902503,-584.0,2171.0,-319.0,-1196.0,-753.8165499877932,-0.22282487436825102,0,0,0,0,0.3333333333333333,26.46666666666667,0.0,21.299999999999997
