period_end,period_key,frequency,period_start,period_n_obs,period_is_partial,dce_corn_close,target_date_fwd,target_price_fwd,target_return_fwd,target_direction_fwd,factor_price_momentum,factor_basis_tightness,factor_processing_demand,factor_market_activity,factor_external_support,factor_weather_anomaly,factor_supply_pressure,factor_risk_volatility,factor_price_momentum_coverage,factor_basis_tightness_coverage,factor_processing_demand_coverage,factor_market_activity_coverage,factor_external_support_coverage,factor_weather_anomaly_coverage,factor_supply_pressure_coverage,factor_risk_volatility_coverage,factor_harvest_pressure,seasonal_sin,seasonal_cos
2018-06-15,2018-W24,weekly,2018-06-11,5,0,1760,2018-06-22,1767,0.0039772727,1,-0.5287950428,-0.1275720639,1.5534951952,-1.0830826346,-0.2674829927,1.3356022191,0,-0.974017149,1,1,1,1,1,1,0,1,0,0.2393156643,-0.9709418174
2018-06-22,2018-W25,weekly,2018-06-19,4,0,1767,2018-06-29,1787,0.0113186191,1,-0.4475450889,-0.1276720523,1.5405688225,-1.3209369092,-0.1144820711,0.690445713,0,-0.9377357749,1,1,1,1,1,1,0,1,0,0.1205366803,-0.9927088741
2018-06-29,2018-W26,weekly,2018-06-25,5,0,1787,2018-07-06,1779,-0.0044767767,0,-0.0624743585,-0.4326826581,1.0371271025,-0.7852919297,0.6356302064,1.7092057689,0,-0.670435234,1,1,1,1,1,1,0,1,0,0,-1
2018-07-06,2018-W27,weekly,2018-07-02,5,0,1779,2018-07-13,1848,0.0387858347,1,-0.3881832538,-0.9213989697,1.4104367159,-1.2215330717,0.618718854,0.9029977647,0,-0.890797738,1,1,1,1,1,1,0,1,0,-0.1205366803,-0.9927088741
2018-07-13,2018-W28,weekly,2018-07-09,5,0,1848,2018-07-20,1858,0.0054112554,1,1.0433639453,-0.2362556662,-0.450862858,-0.2638749004,-0.3639231527,0.9959165012,0,0.642625143,1,1,1,1,1,1,0,1,0,-0.2393156643,-0.9709418174
2018-07-20,2018-W29,weekly,2018-07-16,5,0,1858,2018-07-27,1830,-0.0150699677,0,0.7586008653,-0.4797070583,1.1194202909,-0.4586858698,1.0153053037,1.7253919164,0,-0.2684480342,1,1,1,1,1,1,0,1,0,-0.354604887,-0.9350162427
2018-07-27,2018-W30,weekly,2018-07-23,5,0,1830,2018-08-03,1845,0.0081967213,1,-0.0619054773,0.1089854459,0.629751508,-0.7974144441,0.6689795174,1.5663400699,0,0.1945290988,1,1,1,1,1,1,0,1,0,-0.464723172,-0.8854560257
2018-08-03,2018-W31,weekly,2018-07-30,5,0,1845,2018-08-10,1874,0.0157181572,1,0.2580906469,-0.5195771359,0.8082183862,-0.7705133398,1.1828172442,0.8426031341,0,-0.0197204194,1,1,1,1,1,1,0,1,0,-0.5680647467,-0.8229838659
2018-08-10,2018-W32,weekly,2018-08-06,5,0,1874,2018-08-17,1865,-0.0048025614,0,0.44795351,-0.859835349,1.7570795414,0.6787696256,-0.0893348153,0.685926223,0,-0.0968888622,1,1,1,1,1,1,0,1,0,-0.6631226582,-0.7485107482
2018-08-17,2018-W33,weekly,2018-08-13,5,0,1865,2018-08-24,1876,0.0058981233,1,0.0552370888,-0.2953384084,0.9933687954,-0.3785590466,0.7692696772,1.3835602641,0,-0.357012759,1,1,1,1,1,1,0,1,0,-0.7485107482,-0.6631226582
2018-08-24,2018-W34,weekly,2018-08-20,5,0,1876,2018-08-31,1904,0.0149253731,1,0.3329213789,-0.5962316197,0.8553162791,-0.315763674,-0.8698215176,1.0299835274,0,-0.5077943686,1,1,1,1,1,1,0,1,0,-0.8229838659,-0.5680647467
2018-08-31,2018-W35,weekly,2018-08-27,5,0,1904,2018-09-07,1914,0.0052521008,1,0.6669040794,-0.7585235787,0.6325759789,0.242591031,1.4559221512,1.6150848361,0,-0.2430880037,1,1,1,1,1,1,0,1,0,-0.8854560257,-0.464723172
2018-09-07,2018-W36,weekly,2018-09-03,5,0,1914,2018-09-14,1880,-0.0177638454,0,0.5485618363,-0.7133438839,0.668191034,0.249057222,0.0112832706,0.5319478765,0,-0.5509868624,1,1,1,1,1,1,0,1,1,-0.9350162427,-0.354604887
2018-09-14,2018-W37,weekly,2018-09-10,5,0,1880,2018-09-21,1882,0.0010638298,1,-0.1330100324,-0.0896655122,0.9386220735,-0.8223626473,0.0218069636,0.4941796371,0,0.0544731382,1,1,1,1,1,1,0,1,1,-0.9709418174,-0.2393156643
2018-09-21,2018-W38,weekly,2018-09-17,5,0,1882,2018-09-28,1847,-0.018597237,0,0.0086539584,-0.5730509185,0.7380528543,-0.6095987998,0.8047180376,0.3485265625,0,-0.4054468869,1,1,1,1,1,1,0,1,1,-0.9927088741,-0.1205366803
2018-09-28,2018-W39,weekly,2018-09-25,4,0,1847,2018-10-12,1863,0.0086626963,1,-0.721408392,0.1167784623,1.4230267103,-0.8832229987,0.1898833361,0.3547781858,0,0.0811494217,1,1,1,1,1,1,0,1,1,-1,0
2018-10-12,2018-W41,weekly,2018-10-08,5,0,1863,2018-10-19,1876,0.0069779925,1,-0.3348152967,-0.5631714689,1.7392900033,0.0649894366,1.2405317534,0.245051727,0,-0.3271387327,1,1,1,1,1,1,0,1,1,-0.9709418174,0.2393156643
2018-10-19,2018-W42,weekly,2018-10-15,5,0,1876,2018-10-26,1891,0.0079957356,1,-0.0385255657,-0.596619586,1.1344560202,-0.3745912518,0.2339869716,0.3864042533,0,-0.4062228281,1,1,1,1,1,1,0,1,1,-0.9350162427,0.354604887
2018-10-26,2018-W43,weekly,2018-10-22,5,0,1891,2018-11-02,1880,-0.005817028,0,0.2507032099,-0.5232355715,1.7086257693,-0.5393532877,0.2470125084,0.0841792675,0,-0.3936622559,1,1,1,1,1,1,0,1,1,-0.8854560257,0.464723172
2018-11-02,2018-W44,weekly,2018-10-29,5,0,1880,2018-11-09,1916,0.0191489362,1,-0.0279828006,0.0619579503,1.0784891178,-0.6240253355,0.3624575542,0.4340303484,0,-0.6574136334,1,1,1,1,1,1,0,1,1,-0.8229838659,0.5680647467
2018-11-09,2018-W45,weekly,2018-11-05,5,0,1916,2018-11-16,1975,0.0307933194,1,0.5704227709,-0.9105058861,0.5210705097,-0.5180434971,0.2194873507,0.2916691011,0,-0.1598324642,1,1,1,1,1,1,0,1,1,-0.7485107482,0.6631226582
2018-11-16,2018-W46,weekly,2018-11-12,5,0,1975,2018-11-23,1952,-0.0116455696,0,1.4131075673,-0.9032239871,-0.7621509042,0.0795795844,0.2213629135,0.6096014375,0,0.4458488043,1,1,1,1,1,1,0,1,1,-0.6631226582,0.7485107482
2018-11-23,2018-W47,weekly,2018-11-19,5,0,1952,2018-11-30,1953,0.0005122951,1,0.3988627441,-0.0973959724,0.3956646786,-0.0103282712,0.1602109887,0.7986277929,0,0.1026630622,1,1,1,1,1,1,0,1,1,-0.5680647467,0.8229838659
2018-11-30,2018-W48,weekly,2018-11-26,5,0,1953,2018-12-07,1861,-0.0471070148,0,0.3648034583,-0.4583492906,1.0854244664,-0.0963386042,1.0342892797,0.7662145193,0,-0.2640873777,1,1,1,1,1,1,0,1,1,-0.464723172,0.8854560257
2018-12-07,2018-W49,weekly,2018-12-03,5,0,1861,2018-12-14,1872,0.0059108006,1,-1.5688723405,1.1386923401,1.0655264272,0.4041844503,0.8837847528,0.9371796231,0,1.7166293678,1,1,1,1,1,1,0,1,0,-0.354604887,0.9350162427
2018-12-14,2018-W50,weekly,2018-12-10,5,0,1872,2018-12-21,1863,-0.0048076923,0,-0.7758025174,-0.3272440538,0.7046433137,-0.1798363385,0.5954009859,0.9820389063,0,0.272366447,1,1,1,1,1,1,0,1,0,-0.2393156643,0.9709418174
2018-12-21,2018-W51,weekly,2018-12-17,5,0,1863,2018-12-28,1869,0.0032206119,1,-0.8344270594,0.0499337812,0.8729614767,-0.1161783964,0.0346591918,0.756603761,0,0.2553840928,1,1,1,1,1,1,0,1,0,-0.1205366803,0.9927088741
2018-12-28,2018-W52,weekly,2018-12-24,5,0,1869,2019-01-04,1863,-0.0032102729,0,-0.485760757,-0.1753917062,0.6964132249,-0.0413289501,0.2851804927,1.100799822,0,0.1907641485,1,1,1,1,1,1,0,1,0,0,1
2019-01-04,2019-W01,weekly,2019-01-02,3,0,1863,2019-01-11,1826,-0.0198604402,0,-0.4756965202,-0.2028027928,0.9636713865,-0.6695028247,0.5113413275,0.9787091617,0,-0.4721442781,1,1,1,1,1,1,0,1,0,0.1205366803,0.9927088741
2019-01-11,2019-W02,weekly,2019-01-07,5,0,1826,2019-01-18,1824,-0.0010952903,0,-1.1876939813,0.1451659825,0.5518481657,0.284948455,0.305766618,0.9222862838,0,0.1663033162,1,1,1,1,1,1,0,1,0,0.2393156643,0.9709418174
2019-01-18,2019-W03,weekly,2019-01-14,5,0,1824,2019-01-25,1863,0.0213815789,1,-1.1068338849,-0.5245803884,0.6414408209,-0.0434800946,0.300958569,0.9348807856,0,-0.3399683119,1,1,1,1,1,1,0,1,0,0.354604887,0.9350162427
2019-01-25,2019-W04,weekly,2019-01-21,5,0,1863,2019-02-01,1873,0.0053676865,1,-0.2535535769,-0.7609236458,0.7257683392,-0.1971967029,0.3426446005,0.8095939786,0,0.4927252989,1,1,1,1,1,1,0,1,0,0.464723172,0.8854560257
2019-02-01,2019-W05,weekly,2019-01-28,5,0,1873,2019-02-15,1836,-0.0197544047,0,-0.2410603247,-0.5292354887,0.8305163968,-0.8592391437,0.3282599521,0.8255373348,0,0.0236750314,1,1,1,1,1,1,0,1,0,0.5680647467,0.8229838659
2019-02-15,2019-W07,weekly,2019-02-11,5,0,1836,2019-02-22,1811,-0.0136165577,0,-1.088302131,0.244101224,0.7023600118,-0.2091850163,-0.1593068691,0.8715721835,0,0.3062732891,1,1,1,1,1,1,0,1,0,0.7485107482,0.6631226582
2019-02-22,2019-W08,weekly,2019-02-18,5,0,1811,2019-03-01,1820,0.00496963,1,-1.3711676135,0.1935822416,0.2968276143,-0.137457914,-0.0663875864,0.5543118261,0,0.1991754761,1,1,1,1,1,1,0,1,0,0.8229838659,0.5680647467
2019-03-01,2019-W09,weekly,2019-02-25,5,0,1820,2019-03-08,1828,0.0043956044,1,-1.0216253785,-0.153596053,0.7888003064,0.132825365,-0.7427973839,0.5180933008,0,-0.2279645375,1,1,1,1,1,1,0,1,0,0.8854560257,0.464723172
2019-03-08,2019-W10,weekly,2019-03-04,5,0,1828,2019-03-15,1847,0.0103938731,1,-0.6846692357,-0.3198805051,1.2464741487,-0.4260425666,-0.9925458434,0.3965813223,0,-0.5112574533,1,1,1,1,1,1,0,1,0,0.9350162427,0.354604887
2019-03-15,2019-W11,weekly,2019-03-11,5,0,1847,2019-03-22,1816,-0.016783974,0,-0.2907523318,-1.1551231724,0.6960773978,-0.2398510931,0.3059404395,0.4383972709,0,-0.4034186314,1,1,1,1,1,1,0,1,0,0.9709418174,0.2393156643
2019-03-22,2019-W12,weekly,2019-03-18,5,0,1816,2019-03-29,1844,0.0154185022,1,-0.9701350887,0.1026864854,0.8262183476,-0.3326690526,0.0540527772,0.2273720121,0,-0.1362688557,1,1,1,1,1,1,0,1,0,0.9927088741,0.1205366803
2019-03-29,2019-W13,weekly,2019-03-25,5,0,1844,2019-04-04,1886,0.0227765727,1,-0.1997495496,-0.7236948226,0.0777105003,0.0925280722,-0.8933912261,0.4448487249,0,-0.0568319896,1,1,1,1,1,1,0,1,0,1,0
2019-04-04,2019-W14,weekly,2019-04-01,4,0,1886,2019-04-12,1897,0.0058324496,1,0.4458379533,-1.1061516324,-0.0150452685,0.4651443578,0.19154854,0.2982357626,0,0.3269588249,1,1,1,1,1,1,0,1,0,0.9927088741,-0.1205366803
2019-04-12,2019-W15,weekly,2019-04-08,5,0,1897,2019-04-19,1908,0.0057986294,1,0.4477927313,-0.6099638739,-0.1245002453,0.1302963754,-0.4382302371,0.3361415325,0,-0.2141429245,1,1,1,1,1,1,0,1,0,0.9709418174,-0.2393156643
2019-04-19,2019-W16,weekly,2019-04-15,5,0,1908,2019-04-26,1902,-0.0031446541,0,0.5261218956,-0.581011017,1.2255226209,0.2416440896,-0.7512636481,0.347994032,0,-0.5299985636,1,1,1,1,1,1,0,1,0,0.9350162427,-0.354604887
2019-04-26,2019-W17,weekly,2019-04-23,4,0,1902,2019-04-30,1916,0.007360673,1,0.0508879255,-0.3422831595,0.3885823341,-0.1738707149,-0.8353218262,0.3930420993,0,-0.5592061476,1,1,1,1,1,1,0,1,0,0.8854560257,-0.464723172
2019-04-30,2019-W18,weekly,2019-04-29,2,0,1916,2019-05-10,1925,0.004697286,1,0.1483168937,-0.585289348,0.5952549076,-0.5888366113,-0.7797250448,0.4683064559,0,-0.6483634427,1,1,1,1,1,1,0,1,0,0.8229838659,-0.5680647467
2019-05-10,2019-W19,weekly,2019-05-06,5,0,1925,2019-05-17,1996,0.0368831169,1,0.2655941008,-0.4685777448,0.3055487959,0.2667009023,-0.4714453553,0.6360789438,0,-0.8147255888,1,1,1,1,1,1,0,1,0,0.7485107482,-0.6631226582
2019-05-17,2019-W20,weekly,2019-05-13,5,0,1996,2019-05-24,1985,-0.005511022,0,1.4811669932,-1.0946852078,0.2320122209,0.015232744,1.4642124783,0.4509706249,0,0.6414308973,1,1,1,1,1,1,0,1,0,0.6631226582,-0.7485107482
2019-05-24,2019-W21,weekly,2019-05-20,5,0,1985,2019-05-31,1971,-0.0070528967,0,0.5941180202,-0.581257898,0.2961666377,0.1217403008,1.1495518756,0.5171175197,0,-0.187699975,1,1,1,1,1,1,0,1,0,0.5680647467,-0.8229838659
2019-05-31,2019-W22,weekly,2019-05-27,5,0,1971,2019-06-06,1955,-0.0081177067,0,0.2174679748,0.1508334673,0.3297111518,0.2020532014,1.2079121777,0.6690151857,0,-0.0369261864,1,1,1,1,1,1,0,1,0,0.464723172,-0.8854560257
2019-06-06,2019-W23,weekly,2019-06-03,4,0,1955,2019-06-14,1947,-0.0040920716,0,-0.1855474272,-0.0088961719,0.3114296241,-0.2728866495,0.2614534543,1.2937815616,0,0.0699866429,1,1,1,1,1,1,0,1,0,0.354604887,-0.9350162427
2019-06-14,2019-W24,weekly,2019-06-10,5,0,1947,2019-06-21,1953,0.0030816641,1,-0.188462266,-0.1608085349,0.3100225471,0.162566724,1.4793235035,1.5054476556,0,-0.8192056942,1,1,1,1,1,1,0,1,0,0.2393156643,-0.9709418174
2019-06-21,2019-W25,weekly,2019-06-17,5,0,1953,2019-06-28,1948,-0.0025601639,0,-0.0621630804,-0.391896162,0.2476440494,-0.1612495588,0.4937787139,0.7492259802,0,-0.7405718039,1,1,1,1,1,1,0,1,0,0.1205366803,-0.9927088741
2019-06-28,2019-W26,weekly,2019-06-24,5,0,1948,2019-07-05,1934,-0.0071868583,0,-0.2112430149,-0.2172194966,0.2046690395,-0.1121815804,0.1006243718,0.7980209245,0,-0.8204003555,1,1,1,1,1,1,0,1,0,0,-1
2019-07-05,2019-W27,weekly,2019-07-01,5,0,1934,2019-07-12,1918,-0.0082730093,0,-0.4464299978,-0.0282395494,0.1849591044,-0.5578897475,0.7908100493,1.0797580206,0,-0.6842051477,1,1,1,1,1,1,0,1,0,-0.1205366803,-0.9927088741
2019-07-12,2019-W28,weekly,2019-07-08,5,0,1918,2019-07-19,1920,0.0010427529,1,-0.6566540555,-0.0350733766,0.1256943257,-0.2719246999,1.0828210852,0.7650355026,0,-0.6073271611,1,1,1,1,1,1,0,1,0,-0.2393156643,-0.9709418174
2019-07-19,2019-W29,weekly,2019-07-15,5,0,1920,2019-07-26,1924,0.0020833333,1,-0.4161523554,-0.4048754153,-0.0529493619,-0.6783900064,-0.2585780132,0.9950910679,0,-0.8409190318,1,1,1,1,1,1,0,1,0,-0.354604887,-0.9350162427
2019-07-26,2019-W30,weekly,2019-07-22,5,0,1924,2019-08-02,1926,0.001039501,1,-0.3169501311,-0.2829915522,0.2483919177,-0.8193197595,-0.0097556749,1.7993942913,0,-0.7755454097,1,1,1,1,1,1,0,1,0,-0.464723172,-0.8854560257
2019-08-02,2019-W31,weekly,2019-07-29,5,0,1926,2019-08-09,1927,0.0005192108,1,-0.3416679269,-0.6318384137,0.413903722,-0.9956222828,-0.0818255379,1.3657596415,0,-0.8233417366,1,1,1,1,1,1,0,1,0,-0.5680647467,-0.8229838659
2019-08-09,2019-W32,weekly,2019-08-05,5,0,1927,2019-08-16,1906,-0.0108977686,0,-0.4335135673,0.6022036695,-0.6244235565,1.1039048875,0.3551121263,1.1063339289,0,-1.3720160689,1,1,1,1,1,1,0,1,0,-0.6631226582,-0.7485107482
2019-08-16,2019-W33,weekly,2019-08-12,5,0,1906,2019-08-23,1920,0.0073452256,1,-0.7476224892,0.2470555729,0.0581527867,0.1647303962,-1.4451794711,2.3831456666,0,-0.8482236803,1,1,1,1,1,1,0,1,0,-0.7485107482,-0.6631226582
2019-08-23,2019-W34,weekly,2019-08-19,5,0,1920,2019-08-30,1871,-0.0255208333,0,-0.2487501369,-0.0728149581,0.0020949745,0.5471324631,-0.767827722,0.7049417088,0,-0.8530382426,1,1,1,1,1,1,0,1,0,-0.8229838659,-0.5680647467
2019-08-30,2019-W35,weekly,2019-08-26,5,0,1871,2019-09-06,1885,0.0074826296,1,-1.2574948085,0.642023507,0.2391453663,-0.0043128385,-0.7195728543,1.5166417136,0,0.0571793325,1,1,1,1,1,1,0,1,0,-0.8854560257,-0.464723172
2019-09-06,2019-W36,weekly,2019-09-02,5,0,1885,2019-09-12,1872,-0.0068965517,0,-0.616583914,-0.1506991849,-0.1298701292,0.1604701821,-0.9486710444,0.6600527789,0,-0.3722660605,1,1,1,1,1,1,0,1,1,-0.9350162427,-0.354604887
2019-09-12,2019-W37,weekly,2019-09-09,4,0,1872,2019-09-20,1851,-0.0112179487,0,-0.8847666042,0.2057139365,0.0817343314,-0.3249279899,0.1553793752,0.6131890094,0,-0.4044715364,1,1,1,1,1,1,0,1,1,-0.9709418174,-0.2393156643
2019-09-20,2019-W38,weekly,2019-09-16,5,0,1851,2019-09-27,1830,-0.0113452188,0,-1.0991230394,0.2427738843,-0.2807031508,0.4608080204,-0.2437520662,0.4216937463,0,-0.3387259053,1,1,1,1,1,1,0,1,1,-0.9927088741,-0.1205366803
2019-09-27,2019-W39,weekly,2019-09-23,5,0,1830,2019-09-30,1823,-0.0038251366,0,-1.2395444702,0.2954147156,-0.3891807343,-0.1252278559,-0.375664419,0.6317794482,0,-0.4913459303,1,1,1,1,1,1,0,1,1,-1,0
2019-09-30,2019-W40,weekly,2019-09-30,1,0,1823,2019-10-11,1847,0.0131651125,1,-1.2396927429,0.3948035924,0.0173870323,-0.8418251037,-0.0309322284,0.6059183155,0,-0.8958979147,1,1,1,1,1,1,0,1,1,-0.9927088741,0.1205366803
2019-10-11,2019-W41,weekly,2019-10-08,4,0,1847,2019-10-18,1859,0.0064970222,1,-0.5909156533,-0.3607459504,-0.4865456074,0.871228706,0.1741397175,0.3415676067,0,-0.2839617035,1,1,1,1,1,1,0,1,1,-0.9709418174,0.2393156643
2019-10-18,2019-W42,weekly,2019-10-14,5,0,1859,2019-10-25,1828,-0.0166756321,0,-0.415574039,-0.0008585976,-0.3956010253,0.0296199271,0.0948670415,0.3563541198,0,-0.4858008803,1,1,1,1,1,1,0,1,1,-0.9350162427,0.354604887
2019-10-25,2019-W43,weekly,2019-10-21,5,0,1828,2019-11-01,1887,0.0322757112,1,-1.0551821506,0.5502910653,-0.2882374441,0.0224479191,-0.2975410684,0.0755980639,0,-0.0830547783,1,1,1,1,1,1,0,1,1,-0.8854560257,0.464723172
2019-11-01,2019-W44,weekly,2019-10-28,5,0,1887,2019-11-08,1865,-0.0116587175,0,0.3255356841,-0.8185652635,-0.6528953328,0.8674764262,-0.1015549526,0.3608571003,0,0.8271296208,1,1,1,1,1,1,0,1,1,-0.8229838659,0.5680647467
2019-11-08,2019-W45,weekly,2019-11-04,5,0,1865,2019-11-15,1841,-0.0128686327,0,-0.5468451304,0.4293640321,-0.2800535988,0.2836367678,-0.1730124101,0.5863030427,0,0.2978331978,1,1,1,1,1,1,0,1,1,-0.7485107482,0.6631226582
2019-11-15,2019-W46,weekly,2019-11-11,5,0,1841,2019-11-22,1847,0.0032590983,1,-1.0818553691,0.2142761869,-0.4503682574,-0.1302932318,-0.0148536426,0.5982799689,0,0.3672776025,1,1,1,1,1,1,0,1,1,-0.6631226582,0.7485107482
2019-11-22,2019-W47,weekly,2019-11-18,5,0,1847,2019-11-29,1830,-0.0092041148,0,-0.6267084407,-0.0832374997,-0.0206505602,-0.283320384,0.7073463648,0.5824090197,0,-0.0652947558,1,1,1,1,1,1,0,1,1,-0.5680647467,0.8229838659
2019-11-29,2019-W48,weekly,2019-11-25,5,0,1830,2019-12-06,1904,0.0404371585,1,-1.0951876822,-0.3509845233,-0.1393300956,-0.7441880423,1.0122954108,0.9351562961,0,-0.3885670708,1,1,1,1,1,1,0,1,1,-0.464723172,0.8854560257
2019-12-06,2019-W49,weekly,2019-12-02,5,0,1904,2019-12-13,1893,-0.0057773109,0,0.6779270753,-0.2737761285,-1.4955450071,1.0155978876,0.0008554242,1.0944182657,0,1.356684365,1,1,1,1,1,1,0,1,0,-0.354604887,0.9350162427
2019-12-13,2019-W50,weekly,2019-12-09,5,0,1893,2019-12-20,1885,-0.0042260961,0,0.0628252189,-0.049015099,-0.952052226,0.0921725705,0.6234297981,0.81170783,0,0.2743822981,1,1,1,1,1,1,0,1,0,-0.2393156643,0.9709418174
2019-12-20,2019-W51,weekly,2019-12-16,5,0,1885,2019-12-27,1913,0.0148541114,1,-0.1138256414,-0.0980498442,-1.1533133455,0.1774094498,0.7313091896,0.697925931,0,0.2368214275,1,1,1,1,1,1,0,1,0,-0.1205366803,0.9927088741
2019-12-27,2019-W52,weekly,2019-12-23,5,0,1913,2020-01-03,1918,0.0026136958,1,0.4597973052,-0.3459196492,0.1823893488,0.4063252204,0.6484657958,1.082409762,0,0.4800874663,1,1,1,1,1,1,0,1,0,0,1
2020-01-03,2020-W01,weekly,2019-12-30,4,0,1918,2020-01-10,1911,-0.003649635,0,0.1218566732,-0.2389704481,-0.2192277969,-1.7570425052,0.1659267085,1.196385575,0,-0.3263222287,1,1,1,1,1,1,0,1,0,0.1205366803,0.9927088741
2020-01-10,2020-W02,weekly,2020-01-06,5,0,1911,2020-01-17,1947,0.0188383046,1,-0.0625564733,-0.0031207065,-0.7226496854,-0.638631878,0.5543907391,0.8662303859,0,-0.310531546,1,1,1,1,1,1,0,1,0,0.2393156643,0.9709418174
2020-01-17,2020-W03,weekly,2020-01-13,5,0,1947,2020-01-23,1912,-0.0179763739,0,0.7063188147,-1.3149475583,-0.5303534937,-0.2642331436,0.6271022626,1.0997868282,0,0.162230818,1,1,1,1,1,1,0,1,0,0.354604887,0.9350162427
2020-01-23,2020-W04,weekly,2020-01-20,4,0,1912,2020-02-07,1938,0.0135983264,1,-0.455592914,0.1540884289,-0.6148008153,-1.1561290839,0.7155525568,0.9620357871,0,0.2593527872,1,1,1,1,1,1,0,1,0,0.464723172,0.8854560257
2020-02-07,2020-W06,weekly,2020-02-03,5,0,1938,2020-02-14,1919,-0.0098039216,0,0.2604116376,-0.3376397614,-0.9010009992,-0.5369880242,-0.0360756062,1.1478186997,0,0.1789917254,1,1,1,1,1,1,0,1,0,0.6631226582,0.7485107482
2020-02-14,2020-W07,weekly,2020-02-10,5,0,1919,2020-02-21,1912,-0.0036477332,0,-0.2509017924,0.202655078,-0.5667981405,-0.9378933402,0.1167570566,0.695422434,0,0.0929316508,1,1,1,1,1,1,0,1,0,0.7485107482,0.6631226582
2020-02-21,2020-W08,weekly,2020-02-17,5,0,1912,2020-02-28,1922,0.0052301255,1,-0.3472727943,-0.2606449148,-0.8430385117,-0.5827796928,0.5857308042,0.7434802842,0,-0.2429825171,1,1,1,1,1,1,0,1,0,0.8229838659,0.5680647467
2020-02-28,2020-W09,weekly,2020-02-24,5,0,1922,2020-03-06,1935,0.0067637877,1,-0.0216569196,-0.4264746873,-1.2009796626,-0.9463869515,-0.437265765,0.6165006823,0,-0.3352971531,1,1,1,1,1,1,0,1,0,0.8854560257,0.464723172
2020-03-06,2020-W10,weekly,2020-03-02,5,0,1935,2020-03-13,2010,0.0387596899,1,0.0620135975,-0.4625463262,-0.9497464214,-1.0229528541,0.1915122728,0.5139859991,0,-0.6225158444,1,1,1,1,1,1,0,1,0,0.9350162427,0.354604887
2020-03-13,2020-W11,weekly,2020-03-09,5,0,2010,2020-03-20,2001,-0.0044776119,0,1.4877660993,-1.0376641747,-2.5154241167,0.0588670984,-0.2759251547,0.557913229,0,0.925522938,1,1,1,1,1,1,0,1,0,0.9709418174,0.2393156643
2020-03-20,2020-W12,weekly,2020-03-16,5,0,2001,2020-03-27,2034,0.0164917541,1,0.7827506597,-0.7769783692,-1.8433504985,-0.9409765316,0.2717345068,0.4290161545,0,-0.0715614822,1,1,1,1,1,1,0,1,0,0.9927088741,0.1205366803
2020-03-27,2020-W13,weekly,2020-03-23,5,0,2034,2020-04-03,2033,-0.0004916421,0,1.2667246679,-1.1527232943,-1.8869325796,0.3704620107,1.0737516005,0.2179126324,0,0.2665504675,1,1,1,1,1,1,0,1,0,1,0
2020-04-03,2020-W14,weekly,2020-03-30,5,0,2033,2020-04-10,2043,0.0049188392,1,0.883384573,-0.3875938354,-1.4748981686,-0.1933037033,-0.2652886117,0.3043372447,0,-0.1464964573,1,1,1,1,1,1,0,1,0,0.9927088741,-0.1205366803
2020-04-10,2020-W15,weekly,2020-04-07,4,0,2043,2020-04-17,2065,0.0107684777,1,0.8120618889,-0.7270247186,-1.9488144637,-0.5114391921,0.5955096208,0.3143462117,0,-0.4233344718,1,1,1,1,1,1,0,1,0,0.9709418174,-0.2393156643
2020-04-17,2020-W16,weekly,2020-04-13,5,0,2065,2020-04-24,2079,0.006779661,1,0.9851404572,-1.120484429,0.390689124,-0.1533613325,-0.1427105179,0.4455263627,0,-0.3420337998,1,1,1,1,1,1,0,1,0,0.9350162427,-0.354604887
2020-04-24,2020-W17,weekly,2020-04-20,5,0,2079,2020-04-30,2074,-0.0024050024,0,0.9976394986,-0.6384339021,-0.5713179662,-0.2152870434,0.0079811365,0.2429700177,0,-0.6561545686,1,1,1,1,1,1,0,1,0,0.8854560257,-0.464723172
2020-04-30,2020-W18,weekly,2020-04-27,4,0,2074,2020-05-08,2061,-0.006268081,0,0.732806557,-0.1110519445,-0.9859479259,-0.499737748,-0.0287535007,0.475794107,0,-0.7449623995,1,1,1,1,1,1,0,1,0,0.8229838659,-0.5680647467
2020-05-08,2020-W19,weekly,2020-05-06,3,0,2061,2020-05-15,2027,-0.0164968462,0,0.3137939174,0.2586814748,-0.3147050636,-0.4618872077,0.2412496229,0.5901770498,0,-0.5580677206,1,1,1,1,1,1,0,1,0,0.7485107482,-0.6631226582
2020-05-15,2020-W20,weekly,2020-05-11,5,0,2027,2020-05-22,2022,-0.0024666996,0,-0.2995689871,0.2159522561,-0.503904036,-0.566511861,-0.2870303699,0.4174452585,0,-0.1187233526,1,1,1,1,1,1,0,1,0,0.6631226582,-0.7485107482
2020-05-22,2020-W21,weekly,2020-05-18,5,0,2022,2020-05-29,2078,0.0276953511,1,-0.1885154772,0.0258460072,-0.8237698054,-0.3921950727,0.2799407567,0.6661556782,0,-0.6342209479,1,1,1,1,1,1,0,1,0,0.5680647467,-0.8229838659
2020-05-29,2020-W22,weekly,2020-05-25,5,0,2078,2020-06-05,2073,-0.0024061598,0,0.9188696946,-0.9103890506,-0.8032987121,-0.5170994335,0.6283708732,0.5320511408,0,0.6552002156,1,1,1,1,1,1,0,1,0,0.464723172,-0.8854560257
