period_end,period_key,frequency,period_start,period_n_obs,period_is_partial,dce_corn_close,target_date_fwd,target_price_fwd,target_return_fwd,target_direction_fwd,factor_price_momentum,factor_basis_tightness,factor_processing_demand,factor_market_activity,factor_external_support,factor_weather_anomaly,factor_supply_pressure,factor_risk_volatility,factor_price_momentum_coverage,factor_basis_tightness_coverage,factor_processing_demand_coverage,factor_market_activity_coverage,factor_external_support_coverage,factor_weather_anomaly_coverage,factor_supply_pressure_coverage,factor_risk_volatility_coverage,factor_harvest_pressure,seasonal_sin,seasonal_cos
2025-01-27,2025-01,monthly,2025-01-02,18,0,2283,2025-02-28,2292,0.0039421813,1,0.0367891114,-0.9741721486,-0.8557174313,0.1881582747,-0.034302004,1.0513809336,0,0.0202728062,1,1,1,1,1,1,0,1,0,0.5,0.8660254038
2025-02-28,2025-02,monthly,2025-02-05,18,0,2292,2025-03-31,2251,-0.0178883072,0,-0.0209299198,0.0696067957,0.5769930694,0.3430104643,-0.0395289724,0.9637982274,0,-0.8238015465,1,1,1,1,1,1,0,1,0,0.8660254038,0.5
2025-03-31,2025-03,monthly,2025-03-03,21,0,2251,2025-04-30,2377,0.0559751222,1,-0.4271528762,0.0343170404,0.0360731842,0.0891148541,-0.40654858,0.5154609903,0,-0.6448158447,1,1,1,1,1,1,0,1,0,1,0
2025-04-30,2025-04,monthly,2025-04-01,21,0,2377,2025-05-30,2336,-0.0172486327,0,0.6370519373,-0.7171818302,-0.3298313855,0.4814908966,-0.0750992179,0.16602265,0,0.5897774015,1,1,1,1,1,1,0,1,0,0.8660254038,-0.5
2025-05-30,2025-05,monthly,2025-05-06,19,0,2336,2025-06-30,2378,0.0179794521,1,-0.0651528453,0.2212041343,-0.4261122068,-0.0845828503,-0.4681068964,0.4288635487,0,-0.0842410254,1,1,1,1,1,1,0,1,0,0.5,-0.8660254038
2025-06-30,2025-06,monthly,2025-06-03,20,0,2378,2025-07-31,2288,-0.0378469302,0,0.1969549171,0.2036526845,-0.23160048,-0.1809624061,-0.3559796875,1.2171744439,0,-0.235388504,1,1,1,1,1,1,0,1,0,0,-1
2025-07-31,2025-07,monthly,2025-07-01,23,0,2288,2025-08-29,2191,-0.0423951049,0,-0.7621883977,0.5454958613,0.071526819,-0.0607638419,0.3571667533,1.3403003344,0,0.0554219544,1,1,1,1,1,1,0,1,0,-0.5,-0.8660254038
2025-08-29,2025-08,monthly,2025-08-01,21,0,2191,2025-09-30,2143,-0.0219078047,0,-1.2669471496,0.6681444324,-0.6319601151,0.0261747626,-0.1728727603,1.1486610196,0,0.381352128,1,1,1,1,1,1,0,1,0,-0.8660254038,-0.5
2025-09-30,2025-09,monthly,2025-09-01,22,0,2143,2025-10-31,2130,-0.0060662622,0,-1.2054861438,1.0184926896,-0.1052986512,-0.4451051258,-0.3607311033,0.581369786,0,-0.4561498126,1,1,1,1,1,1,0,1,1,-1,0
2025-10-31,2025-10,monthly,2025-10-09,17,0,2130,2025-11-28,2244,0.0535211268,1,-0.9904925511,-0.4897722375,-0.3888044911,0.1113150982,-0.1063935243,0.4146658821,0,-1.0290853577,1,1,1,1,1,1,0,1,1,-0.8660254038,0.5
2025-11-28,2025-11,monthly,2025-11-03,20,0,2244,2025-12-31,2226,-0.0080213904,0,0.3246512339,-0.4436297795,-0.3625734572,0.2258209811,-0.2135747374,0.6854515676,0,0.6840880085,1,1,1,1,1,1,0,1,1,-0.5,0.8660254038
2025-12-31,2025-12,monthly,2025-12-01,23,0,2226,2026-01-30,2271,0.0202156334,1,-0.1531172201,0.0958076387,-0.687815689,0.2113080677,-0.4432863573,1.0222041311,0,-0.2195115485,1,1,1,1,1,1,0,1,0,0,1
2026-01-30,2026-01,monthly,2026-01-05,20,0,2271,2026-02-27,2360,0.0391897842,1,0.2421150589,0.0455597392,-1.0217050185,-0.1617014997,-0.0430403054,1.1935722866,0,-0.1511001229,1,1,1,1,1,1,0,1,0,0.5,0.8660254038
2026-02-27,2026-02,monthly,2026-02-02,14,0,2360,2026-03-31,2351,-0.0038135593,0,0.7490442974,-0.7300702546,-0.2433381771,0.3055293165,0.3245776394,0.9464307792,0,-0.1312237029,1,1,1,1,1,1,0,1,0,0.8660254038,0.5
2026-03-31,2026-03,monthly,2026-03-02,22,0,2351,2026-04-30,2427,0.0323266695,1,0.374038014,0.2210691358,0.4773487179,0.5524163992,0.71590109,0.5917224297,0,-0.8641073389,1,1,1,1,1,1,0,1,0,1,0
2026-04-30,2026-04,monthly,2026-04-01,21,0,2427,2026-05-29,2322,-0.043263288,0,0.7421591244,-0.7410183327,-0.5886423425,0.4434173806,0.5081120001,0.1174679344,0,-0.4202036157,1,1,1,1,1,1,0,1,0,0.8660254038,-0.5
2026-05-29,2026-05,monthly,2026-05-06,18,0,2322,2026-06-26,2323,0.0004306632,1,-0.5706383419,0.4779079538,0.0167069797,0.093835388,0.0559763132,0.5728124809,0,0.3011296736,1,1,1,1,1,1,0,1,0,0.5,-0.8660254038
2026-06-26,2026-06,monthly,2026-06-01,19,0,2323,,,,,-0.3456107493,-0.3232012377,0.3097470068,-0.1201451833,-0.0752007045,1.0043421648,0,-0.4101834143,1,1,1,1,1,1,0,1,0,0,-1
