date,dce_palm_oil_open,dce_palm_oil_high,dce_palm_oil_low,dce_palm_oil_close,dce_palm_oil_volume
2026-06-15,9289.0,9324.0,9166.0,9232.0,627560
2026-06-16,9197.0,9385.0,9151.0,9357.0,664328
2026-06-17,9337.0,9430.0,9311.0,9349.0,610261
2026-06-18,9375.0,9412.0,9220.0,9301.0,615514
2026-06-22,9378.0,9422.0,9316.0,9366.0,429627
2026-06-23,9362.0,9470.0,9273.0,9308.0,734806
2026-06-24,9312.0,9396.0,9261.0,9335.0,532685
2026-06-25,9284.0,9299.0,9028.0,9160.0,869888
2026-06-26,9163.0,9339.0,9143.0,9315.0,751864
2026-06-29,9272.0,9406.0,9244.0,9379.0,565968
2026-06-30,9380.0,9392.0,9270.0,9272.0,430886
